"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"A Survey of Artificial Intelligence in Cybersecurity","K. Morovat; B. Panda","Western Carolina University,Department of Mathematics and Computer Science,Cullowhee,USA; University of Arkansas,Dept. of Computer Science and Computer Engineering,Faytteville,USA","2020 International Conference on Computational Science and Computational Intelligence (CSCI)","23 Jun 2021","2020","","","109","115","During the last decades, not only the number of cyberattacks have increased significantly, they have also become more sophisticated. Hence designing a cyber-resilient approach is of paramount importance. Traditional security methods are not adequate to prevent data breaches in case of cyberattacks. Cybercriminals have learned how to use new techniques and robust tools to hack, attack, and breach data. Fortunately, Artificial Intelligence (AI) technologies have been introduced into cyberspace to construct smart models for defending systems from attacks. Since AI technologies can rapidly evolve to address complex situations, they can be used as fundamental tools in the field of cybersecurity. Al-based techniques can provide efficient and powerful cyber defense tools to recognize malware attacks, network intrusions, phishing and spam emails, and data breaches, to name a few, and to alert security incidents when they occur. In this paper, we review the impact of AI in cybersecurity and summarize existing research in terms of benefits of AI in cybersecurity.","","978-1-7281-7624-6","10.1109/CSCI51800.2020.00026","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9458190","component: cybersecurity;artificial intelligence;machine learning;deep learning;bio-inspired computing;cognitive science","Scientific computing;Phishing;Unsolicited e-mail;Supervised learning;Cyberspace;Reinforcement learning;Tools","artificial intelligence;computer crime;invasive software;unsolicited e-mail","cyber defense tools;malware attacks;phishing;spam emails;data breaches;security incidents;cybersecurity;cybercriminals;artificial intelligence;smart models;AI technologies;network intrusions;cyberattacks","","","","41","","23 Jun 2021","","","IEEE","IEEE Conferences"
"Developing a Security Testbed for Industrial Internet of Things","M. Al-Hawawreh; E. Sitnikova","School of Engineering and Information Technology, University of New South Wales–Australian Defence Force Academy, Canberra, ACT, Australia; School of Engineering and Information Technology, University of New South Wales–Australian Defence Force Academy, Canberra, ACT, Australia","IEEE Internet of Things Journal","24 Mar 2021","2021","8","7","5558","5573","While achieving security for Industrial Internet of Things (IIoT) is a critical and nontrivial task, more attention is required for brownfield IIoT systems. This is a consequence of long life cycles of their legacy devices which were initially designed without considering security and IoT connectivity, but they are now becoming more connected and integrated with emerging IoT technologies and messaging communication protocols. Deploying today's methodologies and solutions in brownfield IIoT systems is not viable, as security solutions must co-exist and fit these systems' requirements. This necessitates a realistic standardized IIoT testbed that can be used as an optimal format to measure the credibility of security solutions of IIoT networks, analyze IIoT attack landscapes and extract threat intelligence. Developing a testbed for brownfield IIoT systems is considered a significant challenge as these systems are comprised of legacy, heterogeneous devices, communication layers and applications that need to be implemented holistically to achieve high fidelity. In this article, we propose a new generic end-to-end IIoT security testbed, with a particular focus on the brownfield system and provide details of the testbed's architectural design and the implementation process. The proposed testbed can be easily reproduced and reconfigured to support the testing activities of new processes and various security scenarios. The proposed testbed operation is demonstrated on different connected devices, communication protocols and applications. The experiments demonstrate that this testbed is effective in terms of its operation and security testing. A comparison with existing testbeds, including a table of features is provided.","2327-4662","","10.1109/JIOT.2020.3032093","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9233425","Brownfield;Industrial Internet of Things (IIoT);security testing;testbed","Security;Testing;Protocols;Sensors;Resilience","computer network security;Internet of Things;protocols","brownfield IIoT systems;IoT connectivity;messaging communication protocols;realistic standardized IIoT testbed;IIoT networks;IIoT attack landscapes;generic end-to-end IIoT security testbed;industrial Internet of Things;legacy devices;IoT technologies;threat intelligence extraction;heterogeneous devices;communication layers;testbed architectural design;communication protocols;security testing","","1","","50","IEEE","20 Oct 2020","","","IEEE","IEEE Journals"
"Initial investigation of Industrial Control System (ICS) security using Artificial Immune System (AIS)","M. Bere; H. Muyingi","Computer Science. Polytechnic of Namibia, Windhoek, Namibia; Computer Science. Polytechnic of Namibia, Windhoek, Namibia","2015 International Conference on Emerging Trends in Networks and Computer Communications (ETNCC)","13 Aug 2015","2015","","","79","84","Industrial Control Systems (ICS) which among others are comprised of Supervisory Control and Data Acquisition (SCADA) and Distributed Control Systems (DCS) are used to control industrial processes. ICS have now been connected to other Information Technology (IT) systems and have as a result become vulnerable to Advanced Persistent Threats (APT). APTs are targeted attacks that use zero-day attacks to attack systems. Current ICS security mechanisms fail to deter APTs from infiltrating ICS. An analysis of possible solutions to deter APTs was done. This paper proposes the use of Artificial Immune Systems to secure ICS from APTs.","","978-1-4799-7707-9","10.1109/ETNCC.2015.7184812","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7184812","industrial control system;advanced persistent threat;artificial immune system;security systems","Immune system;Intrusion detection;Control systems;Standards;Microorganisms;Process control","artificial immune systems;computer crime;control engineering computing;distributed control;industrial control;production engineering computing;SCADA systems","industrial control system;ICS security;artificial immune system;AIS;supervisory control and data acquisition;SCADA;distributed control systems;DCS;industrial processes control;information yechnology systems;IT systems;advanced persistent threats;APT;targeted attacks;zero-day attacks","","6","","28","","13 Aug 2015","","","IEEE","IEEE Conferences"
"WHISPER: A Tool for Run-Time Detection of Side-Channel Attacks","M. Mushtaq; J. Bricq; M. K. Bhatti; A. Akram; V. Lapotre; G. Gogniat; P. Benoit","LIRMM, CNRS, Univ Montpellier, Montpellier, France; Department of Computer Science, University of Brussels, Bruxelles, Belgium; ECLab, Information Technology University, Lahore, Pakistan; Department of Computer Science, University of California at Davis, Davis, CA, USA; Lab-STICC, Université de Bretagne-Sud, Lorient, France; Lab-STICC, Université de Bretagne-Sud, Lorient, France; LIRMM, CNRS, Univ Montpellier, Montpellier, France","IEEE Access","13 May 2020","2020","8","","83871","83900","High resolution and stealthy attacks and their variants such as Flush+Reload, Flush+Flush, Prime+Probe, Spectre and Meltdown have completely exposed the vulnerabilities in Intel's computing architecture over the past few years. Mitigation techniques against such attacks are not very effective for two reasons: 1) Most mitigation techniques protect against a specific vulnerability and do not take a system-wide approach, and 2) they either completely remove or greatly reduce the performance benefits of resource sharing. In this work, we argue in favor of detection-based protection, which would help apply mitigation only after successful detection of the attack at runtime. As such, detection would serve as the first line of defense against such attacks. However, for a detection based protection strategy to be effective, detection needs to be highly accurate, to incur minimum system overhead at runtime, should cover a large set of attacks and be capable of early stage detection, i.e., at the very least before the attack is completed. We propose a machine learning based side-channel attack (SCA) detection tool, called WHISPER that satisfies the above mentioned design constraints. WHISPER uses multiple machine learning models in an Ensemble fashion to detect SCAs at runtime using behavioral data of concurrent processes, that are collected through hardware performance counters (HPCs). Through extensive experiments with different variants of state-of-the-art attacks, we demonstrate that the proposed tool is capable of detecting a large set of known attacks that target both computational and storage parts in computing systems. We present experimental evaluation of WHISPER against Flush+Reload, Flush+Flush, Prime+Probe, Spectre and Meltdown attacks. The results are provided under variable system load conditions and stringent evaluation metrics comprising detection accuracy, speed, system-wide performance overhead and distribution of error (i.e., False Positives & False Negatives). Our experiments show that WHISPER can detect a large and diverse attack vector with more than 99% accuracy at a reasonably low performance overhead.","2169-3536","","10.1109/ACCESS.2020.2988370","NCCS and PHC PERIDOT Project e-health.SECURE(grant numbers:3-6/HEC/R&D/PERIDOT/2017); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9069285","Side-channel attacks (SCAs);cryptography;detection;machine learning;security;privacy","Tools;Machine learning;Hardware;Side-channel attacks;Runtime;Data models","learning (artificial intelligence);security of data","system-wide performance overhead;WHISPER;diverse attack vector;run-time detection;side-channel attacks;stealthy attacks;Flush+Reload;Flush+Flush;Prime+Probe;mitigation techniques;detection-based protection;detection based protection strategy;early stage detection;side-channel attack detection tool;computing systems;detection accuracy","","5","","64","CCBY","16 Apr 2020","","","IEEE","IEEE Journals"
"Application of Dynamic Security Technology Architecture for Advanced Directional Attacks in Power System Information Security","W. Shen; Y. Liu; Q. Wu; Y. Tian; Y. Liu; H. Peng","CSG Key Laboratory of Information Testing, Information Center Guangdong Power Grid Company Limited; CSG Key Laboratory of Information Testing, Information Center Guangdong Power Grid Company Limited; CSG Key Laboratory of Information Testing, Information Center Guangdong Power Grid Company Limited; Shenzhen E-link information Technology Co., Ltd; Trusted Computing and Information Assurance Laboratory, Institute of Software, Chinese Academy of Sciences; China Mobile Research Institute.","2018 International Conference on Power System Technology (POWERCON)","6 Jan 2019","2018","","","3042","3047","In view of the increasingly severe network security situation of power information system, this paper draws on the experience of construction of security technology system at home and abroad, with the continuous monitoring and analysis as the core, covering the closed-loop management of defense, detection, response and prediction security as the starting point, Based on the existing defense-based static security protection architecture, a dynamic security technology architecture based on detection and response is established. Compared with the traditional PDR architecture, the architecture adds security threat prediction, strengthens behavior-based detection, and further explains the concept of dynamic defense, so that it can adapt to changes in the grid IT infrastructure and business application systems. A unified security strategy can be formed to deal with more secretive and professional advanced attacks in the future. The architecture emphasizes that network security is a cyclical confrontation process. Enterprise network security thinking should change from the past “emergency response” to “continuous response”, real-time dynamic analysis of security threats, and automatically adapt to changing networks and threat environments, and Constantly optimize its own security defense mechanism, thus effectively solving the problem of the comprehensive technology transformation and upgrading of the security technology system from the traditional passive defense to the active sensing, from the simple defense to the active confrontation, and from the independent protection to the intelligence-driven. At the same time, the paper also gives the technical evolution route of the architecture, which provides a planning basis and a landing method for the continuous fulfillment of the new requirements of the security of the power information system during the 13th Five-Year Plan period.","","978-1-5386-6461-2","10.1109/POWERCON.2018.8601646","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8601646","advanced directed attack;power system information security;dynamic security technology system","Power system dynamics;Computer architecture;Power industry;Real-time systems;Sensors;Planning;Security","data analysis;information systems;power engineering computing;power system security;security of data","defense-based static security protection architecture;comprehensive technology transformation;security defense mechanism;enterprise network security thinking;unified security strategy;business application systems;behavior-based detection;security threat prediction;security technology system;power information system;power system information security;advanced directional attacks;dynamic security technology architecture","","1","","15","","6 Jan 2019","","","IEEE","IEEE Conferences"
"A Comparative Study of Off-Line Deep Learning Based Network Intrusion Detection","J. Yan; D. Jin; C. W. Lee; P. Liu","Department of Computer Science, Illinois Institute of Technology, Chicago, Illinois, 60616; Department of Computer Science, Illinois Institute of Technology, Chicago, Illinois, 60616; National Security Research Institute, 1559 Yuseong-daero Daejeon, Yuseong-gu, South Korea; Department of Computer Science, Illinois Institute of Technology, Chicago, Illinois, 60616","2018 Tenth International Conference on Ubiquitous and Future Networks (ICUFN)","16 Aug 2018","2018","","","299","304","Network intrusion detection systems (NIDS) are essential security building-blocks for today's organizations to ensure safe and trusted communication of information. In this paper, we study the feasibility of off-line deep learning based NIDSes by constructing the detection engine with multiple advanced deep learning models and conducting a quantitative and comparative evaluation of those models. We first introduce the general deep learning methodology and its potential implication on the network intrusion detection problem. We then review multiple machine learning solutions to two network intrusion detection tasks (NSL-KDD and UNSW-NB15 datasets). We develop a TensorFlow-based deep learning library, called NetLearner, and implement a handful of cutting-edge deep learning models for NIDS. Finally, we conduct a quantitative and comparative performance evaluation of those models using NetLearner.","2165-8536","978-1-5386-4646-5","10.1109/ICUFN.2018.8436774","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8436774","","Machine learning;Intrusion detection;Training;Task analysis;Neural networks;Feature extraction;Data models","computer network security;learning (artificial intelligence)","network intrusion detection systems;NIDS;off-line deep learning;detection engine;multiple advanced deep learning models;quantitative evaluation;comparative evaluation;general deep learning methodology;network intrusion detection problem;multiple machine;network intrusion detection tasks;UNSW-NB15 datasets;TensorFlow-based deep learning library;cutting-edge deep learning models;comparative performance evaluation;security building-blocks","","11","","32","","16 Aug 2018","","","IEEE","IEEE Conferences"
"The Good, the Bad and the Ugly: A Study of Security Decisions in a Cyber-Physical Systems Game","S. Frey; A. Rashid; P. Anthonysamy; M. Pinto-Albuquerque; S. A. Naqvi","University of Southampton, Southampton, United Kingdom; University of Bristol, Bristol, United Kingdom; Google, Zurich, CH, Switzerland; Instituto Universita rio de Lisboa (ISCTE-IUL), Lisboa, Portugal; Lancaster University, Lancaster, United Kingdom","IEEE Transactions on Software Engineering","14 May 2019","2019","45","5","521","536","Stakeholders' security decisions play a fundamental role in determining security requirements, yet, little is currently understood about how different stakeholder groups within an organisation approach security and the drivers and tacit biases underpinning their decisions. We studied and contrasted the security decisions of three demographics-security experts, computer scientists and managers-when playing a tabletop game that we designed and developed. The game tasks players with managing the security of a cyber-physical environment while facing various threats. Analysis of 12 groups of players (4 groups in each of our demographics) reveals strategies that repeat in particular demographics, e.g., managers and security experts generally favoring technological solutions over personnel training, which computer scientists preferred. Surprisingly, security experts were not ipso facto better players-in some cases, they made very questionable decisions-yet they showed a higher level of confidence in themselves. We classified players' decision-making processes, i.e., procedure-, experience-, scenario- or intuition-driven. We identified decision patterns, both good practices and typical errors and pitfalls. Our game provides a requirements sandbox in which players can experiment with security risks, learn about decision-making and its consequences, and reflect on their own perception of security.","1939-3520","","10.1109/TSE.2017.2782813","UK Engineering and Physical Science Research Council(grant numbers:EP/M002780/1); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8194898","Security decisions;security requirements;game;decision patterns","Games;Data security;Cyber-physical systems;Decision making","computer games;cyber-physical systems;decision making;security of data","cyber-physical systems game;tabletop game;cyber-physical environment;decision patterns;security risks;decision-making","","2","","29","CCBY","13 Dec 2017","","","IEEE","IEEE Journals"
"A Comparison of GANs-Based Approaches for Combustor System Fault Detection","R. Xu; W. Yan","GE Research,Artificial Intelligence & Machine Learning Laboratory,Niskayuna,NY,USA; GE Research,Artificial Intelligence & Machine Learning Laboratory,Niskayuna,NY,USA","2020 International Joint Conference on Neural Networks (IJCNN)","28 Sep 2020","2020","","","1","8","In manufacturing industry, anomaly detection (AD) has been widely applied to monitor asset operation status and provide decision support for proactive maintenance. However, the extreme complexities of many industrial assets have raised many challenges to the classical anomaly detection approaches. For the past several years, generative adversarial networks (GANs) have achieved breakthrough in a variety of applications, such as image generation and video prediction. Some initial applications of GANs in image-related AD problems also show promising results. In this paper, we investigated the performance of three GANs-based anomaly detection approaches for a specific industrial use case - fault detection of the combustion system of gas turbines in power plants. The results show that under the framework of semi-supervised learning, the three approaches do not perform well on the one-year field data collected from a gas turbine. However, if a small portion of fault data is provided for training, we observe that the performance of GANs is significantly improved.","2161-4407","978-1-7281-6926-2","10.1109/IJCNN48605.2020.9207487","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9207487","Generative adversarial networks (GANs);anomaly detection;semi-supervised learning;supervised learning;combustor system;gas turbine;manufacturing industry","Gallium nitride;Generators;Turbines;Anomaly detection;Cost function;Training","combustion;combustion equipment;fault diagnosis;gas turbines;learning (artificial intelligence);maintenance engineering;neural nets;power engineering computing;power plants","semisupervised learning;power plants;industrial use case;manufacturing industry;generative adversarial networks;industrial assets;proactive maintenance;decision support;asset operation status;combustor system fault detection;GANs;fault data;gas turbine;combustion system;anomaly detection;image-related AD problems","","1","","28","","28 Sep 2020","","","IEEE","IEEE Conferences"
"Expansive networks: Exploiting spectrum sharing for capacity boost and 6G vision","G. Gür","Zurich University of Applied Sciences, Winterthur, Switzerland","Journal of Communications and Networks","12 Jan 2021","2020","22","6","444","454","Adaptive capacity with cost-efficient resource provisioning is a crucial capability for future 6G networks. In this work, we conceptualize ""expansive networks"" which refers to a networking paradigm where networks should be able to extend their resource base by opportunistic but self-controlled expansive actions. To this end, we elaborate on a key aspect of an expansive network as a concrete example: Spectrum resource at the PHY layer. Evidently, future wireless networks need to provide efficient mechanisms to coexist in the licensed and unlicensed bands and operate in expansive mode. In this work, we first describe spectrum sharing issues and possibilities in 6G networks for expansive networks. We then present security implications of expansive networks, an important concern due to more open and coupled systems in expansive networks. We also discuss two key enablers, namely distributed ledger technology (DLT) and network intelligence via machine learning, which are promising to realize expansive networks for the spectrum sharing aspect.","1976-5541","","10.23919/JCN.2020.000037","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9321158","6G/Beyond 5G networks;DLT;expansive networks;spectrum sharing;network intelligence","6G mobile communication;5G mobile communication;Scalability;Distributed ledger;Cloud computing;Adaptive systems;Virtualization","","","","1","","","","12 Jan 2021","","","KICS","KICS Journals"
"Deep Learning Anomaly Detection for Cellular IoT With Applications in Smart Logistics","M. Savic; M. Lukic; D. Danilovic; Z. Bodroski; D. Bajović; I. Mezei; D. Vukobratovic; S. Skrbic; D. Jakovetić","Faculty of Sciences, University of Novi Sad, Novi Sad, Serbia; Faculty of Technical Sciences, University of Novi Sad, Novi Sad, Serbia; VIP Mobile, Belgrade, Serbia; Faculty of Sciences, University of Novi Sad, Novi Sad, Serbia; Faculty of Technical Sciences, University of Novi Sad, Novi Sad, Serbia; Faculty of Technical Sciences, University of Novi Sad, Novi Sad, Serbia; Faculty of Technical Sciences, University of Novi Sad, Novi Sad, Serbia; Faculty of Sciences, University of Novi Sad, Novi Sad, Serbia; Faculty of Sciences, University of Novi Sad, Novi Sad, Serbia","IEEE Access","22 Apr 2021","2021","9","","59406","59419","The number of connected Internet of Things (IoT) devices within cyber-physical infrastructure systems grows at an increasing rate. This poses significant device management and security challenges to current IoT networks. Among several approaches to cope with these challenges, data-based methods rooted in deep learning (DL) are receiving an increased interest. In this paper, motivated by the upcoming surge of 5G IoT connectivity in industrial environments, we propose to integrate a DL-based anomaly detection (AD) as a service into the 3GPP mobile cellular IoT architecture. The proposed architecture embeds autoencoder based anomaly detection modules both at the IoT devices (ADM-EDGE) and in the mobile core network (ADM-FOG), thereby balancing between the system responsiveness and accuracy. We design, integrate, demonstrate and evaluate a testbed that implements the above service in a real-world deployment integrated within the 3GPP Narrow-Band IoT (NB-IoT) mobile operator network.","2169-3536","","10.1109/ACCESS.2021.3072916","European Commission’s Horizon 2020 Research and Innovation Programme(grant numbers:833828); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9402912","Anomaly detection;cellular IoT;industrial IoT;machine learning;smart logistics","Anomaly detection;Image edge detection;3GPP;Logistics;Computer architecture;Logic gates;Industrial Internet of Things","5G mobile communication;cellular radio;computer network security;deep learning (artificial intelligence);Internet of Things;logistics;telecommunication computing","device management;security challenges;current IoT networks;data-based methods;5G IoT connectivity;industrial environments;3GPP mobile cellular IoT architecture;autoencoder based anomaly detection modules;IoT devices;ADM-EDGE;mobile core network;ADM-FOG;system responsiveness;3GPP narrow-band IoT;NB-IoT;deep learning anomaly detection;smart logistics;Internet of Things devices;cyber-physical infrastructure systems;NB-IoT mobile operator network","","","","50","CCBY","13 Apr 2021","","","IEEE","IEEE Journals"
