"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Table of Contents","",,"2021 International Conference on Artificial Intelligence and Smart Systems (ICAIS)","12 Apr 2021","2021","","","i","xvi","Presents the table of contents/splash page of the proceedings record.","","978-1-7281-9537-7","10.1109/ICAIS50930.2021.9395763","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9395763","","","","","","","","","","12 Apr 2021","","","IEEE","IEEE Conferences"
"VTC2019-Fall Program","",,"2019 IEEE 90th Vehicular Technology Conference (VTC2019-Fall)","7 Nov 2019","2019","","","i","xxi","Provides a schedule of conference events and a listing of which papers were presented in each session.","2577-2465","978-1-7281-1220-6","10.1109/VTCFall.2019.8891380","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8891380","","","","","","","","","","7 Nov 2019","","","IEEE","IEEE Conferences"
"INFOCOM 2020 Program","",,"IEEE INFOCOM 2020 - IEEE Conference on Computer Communications","4 Aug 2020","2020","","","i","xxvi","Provides a schedule of conference events and a listing of which papers were presented in each session.","2641-9874","978-1-7281-6412-0","10.1109/INFOCOM41043.2020.9155443","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9155443","","","","","","","","","","4 Aug 2020","","","IEEE","IEEE Conferences"
"Table of Contents","",,"2019 15th International Conference on Emerging Technologies (ICET)","13 Feb 2020","2019","","","1","4","Presents the table of contents/splash page of the proceedings record.","","978-1-7281-5403-9","10.1109/ICET48972.2019.8994640","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8994640","","","","","","","","","","13 Feb 2020","","","IEEE","IEEE Conferences"
"[Front cover]","",,"2018 International Conference on Computational Techniques, Electronics and Mechanical Systems (CTEMS)","25 Jul 2019","2018","","","c1","c32","The following topics are dealt with: learning (artificial intelligence); pattern classification; data mining; cloud computing; Internet; security of data; cryptography; financial data processing; Bayes methods; Internet of Things.","","978-1-5386-7709-4","10.1109/CTEMS.2018.8769199","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8769199","","","cloud computing;data mining;Internet;learning (artificial intelligence);pattern classification","learning (artificial intelligence);pattern classification;data mining;cloud computing;Internet;security of data;cryptography;financial data processing;Bayes methods;Internet of Things","","","","","","25 Jul 2019","","","IEEE","IEEE Conferences"
"Table of contents","",,"2018 IEEE 16th International Conference on Software Engineering Research, Management and Applications (SERA)","30 Sep 2018","2018","","","1","2","Presents the table of contents/splash page of the proceedings record.","","978-1-5386-5886-4","10.1109/SERA.2018.8477197","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8477197","","","","","","","","","","30 Sep 2018","","","IEEE","IEEE Conferences"
"Table of Content","",,"2019 4th International Conference on System Reliability and Safety (ICSRS)","10 Feb 2020","2019","","","iii","ix","Presents the table of contents/splash page of the proceedings record.","","978-1-7281-4781-9","10.1109/ICSRS48664.2019.8987654","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8987654","","","","","","","","","","10 Feb 2020","","","IEEE","IEEE Conferences"
"Table of contents","",,"2021 International Conference on Advances in Electrical, Computing, Communication and Sustainable Technologies (ICAECT)","6 Apr 2021","2021","","","i","vii","Presents the table of contents/splash page of the proceedings record.","","978-1-7281-5791-7","10.1109/ICAECT49130.2021.9392460","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9392460","","","","","","","","","","6 Apr 2021","","","IEEE","IEEE Conferences"
"IMS Technical Committee TC-22: Intelligent Measurement Systems","A. Genovese; M. Siegel",NA; NA,"IEEE Instrumentation & Measurement Magazine","19 Oct 2021","2021","24","8","14","17","This is article provides an overview of the IEEE Instrumentation and Measurement Society Technical Committee TC-22 on Intelligent Measurement Systems (https://ieee-ims.org/technical-committee/tc-22). The scope of the TC-22 is related to fostering development and use of artificial intelligence, computational intelligence, and soft computing in measurement systems and related applications.","1941-0123","","10.1109/MIM.2021.9580792","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9580792","","Instrumentation and measurement;IEEE activities;Intelligent systems;Artificial intelligence;Computational intelligence","","","","","","11","","19 Oct 2021","","","IEEE","IEEE Magazines"
"Table of contents","",,"2019 12th International Conference on Intelligent Computation Technology and Automation (ICICTA)","2 Mar 2020","2019","","","5","19","Presents the table of contents/splash page of the proceedings record.","","978-1-7281-4284-5","10.1109/ICICTA49267.2019.00004","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9017010","","","","","","","","","","2 Mar 2020","","","IEEE","IEEE Conferences"
"Table of contents","",,"2020 IEEE 9th Data Driven Control and Learning Systems Conference (DDCLS)","7 Dec 2020","2020","","","i","xi","Presents the table of contents/splash page of the proceedings record.","","978-1-7281-5922-5","10.1109/DDCLS49620.2020.9275156","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9275156","","","","","","","","","","7 Dec 2020","","","IEEE","IEEE Conferences"
"NOMS 2020 Full Program","",,"NOMS 2020 - 2020 IEEE/IFIP Network Operations and Management Symposium","8 Jun 2020","2020","","","i","cviii","Provides a schedule of conference events and a listing of which papers were presented in each session.","2374-9709","978-1-7281-4973-8","10.1109/NOMS47738.2020.9110368","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9110368","","","","","","","","","","8 Jun 2020","","","IEEE","IEEE Conferences"
"Protecting AI: We Built the Brains, but What About Helmets?","M. Campbell",EVOTEK,"Computer","19 Nov 2021","2021","54","12","88","91","Artificial intelligence models introduce attack surfaces that current defenses simply do not protect. But much like helmets, new tools, and techniques are emerging to safeguard the smarts.","1558-0814","","10.1109/MC.2021.3055927","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9622289","","","","","","","","13","IEEE","19 Nov 2021","","","IEEE","IEEE Magazines"
"Table of Contents","",,"2018 48th Annual IEEE/IFIP International Conference on Dependable Systems and Networks Workshops (DSN-W)","23 Jul 2018","2018","","","5","12","Presents the table of contents/splash page of the proceedings record.","2325-6664","978-1-5386-6553-4","10.1109/DSN-W.2018.00004","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8416189","","","","","","","","","","23 Jul 2018","","","IEEE","IEEE Conferences"
"Table of Contents","",,"IEEE Transactions on Industrial Informatics","4 May 2021","2021","17","8","C1","5140","Presents the table of contents for this issue of the publication.","1941-0050","","10.1109/TII.2021.3074236","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9422989","","","","","","","","","","4 May 2021","","","IEEE","IEEE Journals"
"Table of contents","",,"2020 International Conference on Pervasive Artificial Intelligence (ICPAI)","30 Dec 2020","2020","","","5","12","Presents the table of contents/splash page of the proceedings record.","","978-1-6654-0483-9","10.1109/ICPAI51961.2020.00004","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9302634","","","","","","","","","","30 Dec 2020","","","IEEE","IEEE Conferences"
"Table of contents","",,"2018 17th IEEE International Conference On Trust, Security And Privacy In Computing And Communications/ 12th IEEE International Conference On Big Data Science And Engineering (TrustCom/BigDataSE)","6 Sep 2018","2018","","","5","40","Presents the table of contents/splash page of the proceedings record.","2324-9013","978-1-5386-4388-4","10.1109/TrustCom/BigDataSE.2018.00004","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8455872","","","","","","","","","","6 Sep 2018","","","IEEE","IEEE Conferences"
"Table of Contents","",,"2020 2nd International Conference on Machine Learning, Big Data and Business Intelligence (MLBDBI)","26 Feb 2021","2020","","","5","16","Presents the table of contents/splash page of the proceedings record.","","978-1-7281-9638-1","10.1109/MLBDBI51377.2020.00004","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9360983","","","","","","","","","","26 Feb 2021","","","IEEE","IEEE Conferences"
"2020 Index IEEE Journal on Selected Areas in Communications Vol. 38","",,"IEEE Journal on Selected Areas in Communications","23 Dec 2020","2020","38","12","1","41","Presents the 2020 subject/author index for this publication.","1558-0008","","10.1109/JSAC.2020.3040054","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9305868","","","","","","","","","IEEE","23 Dec 2020","","","IEEE","IEEE Journals"
"Technical Program of LCN 2018 and Adjunct Workshops","",,"2018 IEEE 43rd Conference on Local Computer Networks Workshops (LCN Workshops)","31 Jan 2019","2018","","","1","14","Provides a schedule of conference events and a listing of which papers were presented in each session.","","978-1-5386-5097-4","10.1109/LCNW.2018.8628501","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8628501","","","","","","","","","","31 Jan 2019","","","IEEE","IEEE Conferences"
