"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Applying of Generative Adversarial Networks for Anomaly Detection in Industrial Control Systems","S. K. Alabugin; A. N. Sokolov","Federal State Autonomous Educational Institution of Higher Education “South Ural State University (national research university)” FSAEIHE SUSU (NRU),Department of Information Security,Chelyabinsk,Russia; Federal State Autonomous Educational Institution of Higher Education “South Ural State University (national research university)” FSAEIHE SUSU (NRU),Department of Information Security,Chelyabinsk,Russia","2020 Global Smart Industry Conference (GloSIC)","30 Nov 2020","2020","","","199","203","Modern industrial control systems (ICS) act as victims of cyber attacks more often in last years. These cyber attacks often can not be detected by classical information security methods. Moreover, the consequences of cyber attack's impact can be catastrophic. Since cyber attacks leads to appearance of anomalies in the ICS and technological equipment controlled by it, the task of intrusion detection for ICS can be reformulated as the task of industrial process anomaly detection. This paper considers the applicability of generative adversarial networks (GANs) in the field of industrial processes anomaly detection. Existing approaches for GANs usage in the field of information security (such as anomaly detection in network traffic) were described. It is proposed to use the BiGAN architecture in order to detect anomalies in the industrial processes. The proposed approach has been tested on Secure Water Treatment Dataset (SWaT). The obtained results indicate the prospects of using the examined method in practice.","","978-1-7281-8075-5","10.1109/GloSIC50886.2020.9267878","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9267878","information security;industrial control systems (ICS);deep learning;generative adversarial networks (GAN)","Generators;Generative adversarial networks;Training;Computer architecture;Data models;Anomaly detection;Integrated circuit modeling","control engineering computing;industrial control;neural nets;production engineering computing;security of data","industrial process;generative adversarial networks;industrial control systems;ICS;cyber attacks;intrusion detection;industrial processes anomaly detection;BiGAN architecture","","2","","22","","30 Nov 2020","","","IEEE","IEEE Conferences"
"privy: Privacy Preserving Collaboration Across Multiple Service Providers to Combat Telecom Spams","M. A. Azad; S. Bag; S. Tabassum; F. Hao","School of Computing, Newcastle University, Newcastle, United Kingdom; School of Computing, Newcastle University, Newcastle, United Kingdom; INESCTEC Porto, University of Porto, Porto, Portugal; School of Computing, Newcastle University, Newcastle, United Kingdom","IEEE Transactions on Emerging Topics in Computing","5 Jun 2020","2020","8","2","313","327","Nuisance or unsolicited calls and instant messages come at any time in a variety of different ways. These calls would not only exasperate recipients with the unwanted ringing, impacting their productivity, but also lead to a direct financial loss to users and service providers. Telecommunication Service Providers (TSPs) often employ standalone detection systems to classify call originators as spammers or non-spammers using their behavioral patterns. These approaches perform well when spammers target a large number of recipients of one service provider. However, professional spammers try to evade the standalone systems by intelligently reducing the number of spam calls sent to one service provider, and instead distribute calls to the recipients of many service providers. Naturally, collaboration among service providers could provide an effective defense, but it brings the challenge of privacy protection and system resources required for the collaboration process. In this paper, we propose a novel decentralized collaborative system named privy for the effective blocking of spammers who target multiple TSPs. More specifically, we develop a system that aggregates the feedback scores reported by the collaborating TSPs without employing any trusted third party system, while preserving the privacy of users and collaborators. We evaluate the system performance of privy using both the synthetic and real call detail records. We find that privy can correctly block spammers in a quicker time, as compared to standalone systems. Further, we also analyze the security and privacy properties of the privy system under different adversarial models.","2168-6750","","10.1109/TETC.2017.2771251","ERC(grant numbers:306994); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8103809","Privacy preservation;telephony spam;decentralized collaboration;secure multi-party computation","Collaboration;Privacy;Cryptography;Protocols;Telephony;Electronic mail","computer network security;data privacy;unsolicited e-mail","privy;privacy preserving collaboration;multiple service providers;recipients;telecommunication service providers;standalone detection systems;spammers;collaborative system;TSPs;spam calls;telecom spams","","3","","51","IEEE","10 Nov 2017","","","IEEE","IEEE Journals"
"A Transfer Learning Approach for Securing Resource-Constrained IoT Devices","S. Yılmaz; E. Aydogan; S. Sen","Department of Computer Engineering, Muğla Sıtkı Koçman University, Muğla, Turkey; Department of Computer Engineering, WISE Laboratory, Hacettepe University, Ankara, Turkey; Department of Computer Engineering, Akdeniz University, Antalya, Turkey","IEEE Transactions on Information Forensics and Security","6 Sep 2021","2021","16","","4405","4418","In recent years, Internet of Things (IoT) security has attracted significant interest by researchers due to new characteristics of IoT such as heterogeneity of devices, resource constraints, and new types of attacks targeting IoT. Intrusion detection, which is an indispensable part of a security system, is also included in these studies. In order to explore the complex characteristics of IoT, machine learning methods, which rely on long training time to generate intrusion detection models, are proposed in the literature. Furthermore, these systems need to learn a new/fresh model from scratch when the environment changes. This study explores the use of transfer learning in order to generate intrusion detection algorithms for such dynamically changing IoT. Transfer learning is an approach that stores knowledge learned from a problem domain/task and applies that knowledge to another problem domain/task. Here, it is employed in the following two settings: transferring knowledge for generating suitable intrusion algorithms for new devices, transferring knowledge for detecting new types of attacks. In this study, Routing Protocol for Low-Power and Lossy Network (RPL), a routing protocol for resource-constrained wireless networks, is used as an exemplar protocol and specific attacks against RPL are targeted. The experimental results show that the transfer learning approach gives better performance than the traditional approach. Moreover, the proposed approach significantly reduces learning time, which is an important factor for putting devices/networks in operation in a timely manner. Even though transfer learning has been considered a potential candidate for improving IoT security, to the best of our knowledge, this is the first application of transfer learning under these two settings in RPL-based IoT networks.","1556-6021","","10.1109/TIFS.2021.3096029","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9478846","IoT;security;transfer learning;intrusion detection;genetic programming;RPL","Transfer learning;Intrusion detection;Statistics;Sociology;Internet of Things;Task analysis;Genetic programming","Internet of Things;learning (artificial intelligence);routing protocols;telecommunication security","routing protocol for Low-Power and Lossy Network;RPL-based IoT networks;IoT security;resource-constrained wireless networks;intrusion detection algorithms;intrusion detection models;machine learning methods;security system;Internet of Things security;resource-constrained IoT devices;transfer learning approach","","","","43","IEEE","9 Jul 2021","","","IEEE","IEEE Journals"
"Robust Adversarial Attack Against Explainable Deep Classification Models Based on Adversarial Images With Different Patch Sizes and Perturbation Ratios","T. -T. -H. Le; H. Kang; H. Kim","IoT Research Center, Pusan National University, Busan, South Korea; School of Computer Science and Engineering, Pusan National University, Busan, South Korea; School of Computer Science and Engineering, Pusan National University, Busan, South Korea","IEEE Access","4 Oct 2021","2021","9","","133049","133061","In recent years, adversarial attack methods have been deceived rather easily on deep neural networks (DNNs). In practice, adversarial patches cause misclassification that can be extremely effective. However, many existing adversarial patches are used for attacking DNNs, and only a few of them apply to both the DNN and its explanation model. In this paper, we present different adversarial patches that misguide the prediction of DNN models and change the cause of prediction results of interpretation models, such as gradient-weighted class activation mapping. The proposed adversarial patches have appropriate location and perturbation ratios, which comprise visible or less visible adversarial patches. In addition, image patches within small arrays are localized without covering or overlapping with any of the main objects in a natural image. In particular, we generate two adversarial patches that cover only 3% and 1.5% of the pixels in the original image, while they do not cover the main objects in the natural image. Our experiments are performed using four pre-trained DNN models and the ImageNet dataset. We also examine the inaccurate results of the interpretation models through mask and heatmap visualization. The proposed adversarial attack method could be a reference for developing robust network interpretation models that are more reliable for the decision-making process of pre-trained DNN models.","2169-3536","","10.1109/ACCESS.2021.3115764","Institute of Information and Communications Technology Planning and Evaluation (IITP) Grant through the Korean Government [Ministry of Science and ICT (MSIT)] (Regional Strategic Industry Convergence Security Core Talent Training Business)(grant numbers:2019-0-01343); Technology Innovation Program (Developed Onestop Smart Factory Integrated Package For Machine Robot Industry) through the Ministry of Trade, Industry and Energy (MOTIE), South Korea(grant numbers:20004625); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9548896","AI security;explainable AI (XAI);gradient-weighted class activation mapping (Grad-CAM);adversarial patch;image classification;pre-trained model","Perturbation methods;Predictive models;Heating systems;Detectors;Deep learning;Visualization;Training","deep learning (artificial intelligence);image classification;neural nets;security of data","robust adversarial attack;explainable deep classification models;adversarial images;perturbation ratios;deep neural networks;explanation model;adversarial patches;gradient-weighted class activation mapping;image patches;natural image;pre-trained DNN models;robust network interpretation models;decision making","","","","40","CCBY","27 Sep 2021","","","IEEE","IEEE Journals"
"A Systematic Literature Review on Malicious Use of Reinforcement Learning","T. Meyer; N. Kaloudi; J. Li","Norwegian University of Science and Technology,Department of Computer Science,Trondheim,Norway; Norwegian University of Science and Technology,Department of Computer Science,Trondheim,Norway; Norwegian University of Science and Technology,Department of Computer Science,Trondheim,Norway","2021 IEEE/ACM 2nd International Workshop on Engineering and Cybersecurity of Critical Systems (EnCyCriS)","8 Jul 2021","2021","","","21","28","Since the inception of reinforcement learning (RL), there has been a growing interest in its application in various complex domains. Although these RL methods offer significant benefits of learning by their own experiences without an accurate system model, RL methods can also be used maliciously. This paper presents a systematic literature review of the state-of-the art RL-based cyberattacks to facilitate and motivate further research to address the potential RL misuse. We reviewed 30 recent primary papers and categorized them into (i) RL for attack planning, (ii) RL for performing intrusions, and (iii) RL for attack optimization. We also proposed an RL-based cyber attacks framework. Our insights on the status and limitations of the existing studies can help motivate related future studies.","","978-1-6654-4553-5","10.1109/EnCyCriS52570.2021.00011","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9476057","security;cyberattacks;reinforcement learning;cyber-physical systems;systematic literature review","Systematics;Protocols;Art;Bibliographies;Conferences;Reinforcement learning;Planning","computer crime;learning (artificial intelligence)","RL-based cyber attacks framework;systematic literature review;reinforcement learning;accurate system model","","","","54","","8 Jul 2021","","","IEEE","IEEE Conferences"
"MART: Targeted attack detection on a compromised network","J. W. Stokes; H. Chandola; C. Seifert; T. Burrell","Microsoft Corporation, One Microsoft Way, Redmond, WA 98052, USA; Microsoft Corporation, One Microsoft Way, Redmond, WA 98052, USA; Microsoft Corporation, One Microsoft Way, Redmond, WA 98052, USA; Microsoft Corporation, Montpellier House, Montpellier Drive, Cheltenham, Gloucestershire, GL50 1TY, UK","MILCOM 2016 - 2016 IEEE Military Communications Conference","26 Dec 2016","2016","","","988","997","Targeted attacks are a significant problem for governmental agencies and corporations. We propose a MinHash-based, targeted attack detection system which analyzes aggregated process creation events typically generated by human keyboard input. We start with a set of malicious process creation events, and their parameters, which are typically generated by an attacker remotely controlling computers on a network. The MinHash algorithm allows the system to efficiently process hundreds of millions of events each day. We propose the weighted squared match similarity score for targeted attack detection which is more robust to mimicry and NOOP attacks than the weighted Jaccard index. We demonstrate that the system can detect several confirmed targeted attacks on both a small dataset of 1,473 computers as well as a large network of over 230 thousand computers. In the first case, the proposed system detects a similar, but separate attack while in the latter, intrusion activity is detected at large-scale.","2155-7586","978-1-5090-3781-0","10.1109/MILCOM.2016.7795459","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7795459","","Feature extraction;Computers;Indexes;Organizations;Computer security;Target tracking","security of data","intrusion activity;NOOP attacks;weighted squared match similarity score;malicious process creation events;human keyboard input;aggregated process creation events;MinHash-based targeted attack detection system;compromised network;MART","","","2","30","","26 Dec 2016","","","IEEE","IEEE Conferences"
"Event-triggered Self-learning Control Scheme For Power Electronics Dominated Grid","M. Hosseinzadehtaher; A. Y. Fard; M. B. Shadmand","University of Illinois Chicago,Department of Electrical and Computer Engineering,Chicago,IL,USA; University of Illinois Chicago,Department of Electrical and Computer Engineering,Chicago,IL,USA; University of Illinois Chicago,Department of Electrical and Computer Engineering,Chicago,IL,USA","2021 IEEE Energy Conversion Congress and Exposition (ECCE)","16 Nov 2021","2021","","","1103","1109","The growing penetration of distributed energy resources (DERs) requires renovation of the conventional power grid into a new paradigm, so-called power electronics dominated grid (PEDG). Alongside the features introduced within this new concept, the PEDG is more prone to cyber-physical malicious activities because of the distributed communication infrastructure and accessibility of the resources. Some of these malicious activities e.g., stealthy attacks, are unobservable for the supervisory system until the control system diverges. Some of these attacks might result in loss of DER generation that could cause frequency deviations beyond permissible boundaries specified by the DERs’ grid integration standards. To fulfill frequency restoration in the event of stealthy attacks, this paper proposes an artificial-intelligence-based shadow control for inverter-interfaced DERs to improve the grid’s resiliency. During the normal operation of the PEDG, all DERs inject active power considering various criteria including, maximum available power, state of the charge, rate of power reserve, etc. As an unusual deviation on the frequency or its rate of change occurs, the artificial-intelligence-inspired shadow control of the grid cluster is activated to re-balance active power across the grid within a short timeframe while slow-response synchronous generators are trying to catch up. The ANN module of the proposed shadow control provides accurate feedbacks for the DER controller to support the grid frequency for any potential disturbances. The proposed shadow control framework is verified on a 14-bus PEDG system.","2329-3748","978-1-7281-5135-9","10.1109/ECCE47101.2021.9595863","National Science Foundation; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9595863","artificial intelligence;artificial neural network;power electronics dominated grid;frequency restoration;shadow control","Time-frequency analysis;Control systems;Synchronous generators;Power electronics;Real-time systems;Frequency synchronization;Relays","","","","","","23","","16 Nov 2021","","","IEEE","IEEE Conferences"
"Towards a Distributed Defence Mechanism Against IoT-based Bots","C. A. Rivera A; A. Shaghaghi; S. S. Kanhere","The University of New South Wales (UNSW Sydney),Australia; Deakin University,Centre for Cyber Security Research and Innovation,Geelong,Australia; The University of New South Wales (UNSW Sydney),Australia","2020 IEEE 45th Conference on Local Computer Networks (LCN)","15 Jan 2021","2020","","","449","452","IoT devices are the target of choice for attackers, and one of the most devastating threats involving compromised IoT devices has been their exploitation as part of botnets. Here, we propose c-Shield, as a distributed and extensible solution designed to detect and respond to IoT-based bots in an enterprise network. c-Shield passively inspects network traffic associated with IoT devices over a range of different protocols and systematically analyses the URLs extracted. Compared with the existing solutions, c-Shield is designed to be capable of detecting bots using advanced evasion techniques such as Domain Name Generation Algorithms (DGA) with a high accuracy rate.","0742-1303","978-1-7281-7158-6","10.1109/LCN48667.2020.9314830","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9314830","","Uniform resource locators;Engines;Databases;Inspection;Data mining;Servers;Logic gates","Internet of Things;invasive software;telecommunication security;telecommunication traffic","distributed defence mechanism;IoT-based bots;IoT devices;distributed solution;c-shield;botnets;enterprise network;network traffic;protocols;URLs;bot detection;advanced evasion techniques;domain name generation algorithms;DGA","","","","9","","15 Jan 2021","","","IEEE","IEEE Conferences"
"TMAS: A Traffic Monitoring Analytics System Leveraging Machine Learning","E. Jalalpour; M. Ghaznavi; R. Boutaba; T. Ahmed","Cheriton School of Computer Science, University of Waterloo, Waterloo, ON, Canada; Cheriton School of Computer Science, University of Waterloo, Waterloo, ON, Canada; Cheriton School of Computer Science, University of Waterloo, Waterloo, ON, Canada; CNRS-LaBRI (UMR5800), University of Bordeaux, Bordeaux, INP, France","2019 IFIP/IEEE Symposium on Integrated Network and Service Management (IM)","20 May 2019","2019","","","408","414","Content Delivery Networks (CDNs) provide high quality of service by storing content in edge-servers close to users. Attacks against CDN edge-servers can lead to loss in revenue and reputation. Attacks are becoming more sophisticated, and new attacks are being introduced constantly. In our previous work, we developed a security orchestration system driven by high-level security policies to dynamically deploy mitigation services. In this system, security policies are triggered at the occurrence of low-level alerts that correspond to misuse of an edge-server's resources. However, a network operator must know the effects of any attack on resources to deploy an appropriate mitigation service. Moreover, pin-pointing the actual cause (e.g., malicious IPs) of resource misuse is challenging. Also, edge-server's resources may not be affected by some attacks.Leveraging advanced machine learning techniques, we extend our system to detect new and sophisticated attacks. The goal is to enable the network operator to specify higher-level security policies without worrying about analyzing low-level resource usage alerts. Further, policy enforcement can trigger the deployment of mitigation services only for malicious entities identified by the alerts. In this perspective, we propose a Hybrid Classification Clustering (HCC) method that not only detects known sophisticated attacks accurately (with 99.9% detection recall) but is capable of detecting new attacks (with 56.4% detection recall). Further, to improve the detection rate of new attacks and anomalies, we propose an Autoencoder-based Network Anomaly Detection (ANAD) method using a fully-connected autoencoder model. The evaluation results show that our model achieves 76.7% recall surpassing the isolation forest and the local outlier factor methods.","1573-0077","978-3-903176-15-7","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8717797","attacks;machine learning;hybrid;anomaly detection;autoencoder","Security;Anomaly detection;Monitoring;Clustering algorithms;Machine learning;Prediction algorithms;Image edge detection","computer network security;learning (artificial intelligence);network coding;network servers;pattern clustering;quality of service;telecommunication traffic","security orchestration system;higher-level security policies;low-level resource usage alerts;content delivery networks;autoencoder-based network anomaly detection method;traffic monitoring analytics system;quality of service;CDN edge-server resources;malicious IP;leveraging advanced machine learning techniques;hybrid classification clustering method;HCC method;ANAD method","","","","25","","20 May 2019","","","IEEE","IEEE Conferences"
"An Integrated Framework for the Timely Detection of Petty Crimes","N. Dimitriou; G. Kioumourtzis; A. Sideris; G. Stavropoulos; E. Taka; N. Zotos; G. Leventakis; D. Tzovaras","Inf. Technol. Inst., Thessaloniki, Greece; Center for Security Studies, Athens, Greece; Future Intell., London, UK; Univ. of Patras, Patras, Greece; Inf. Technol. Inst., Thessaloniki, Greece; Future Intell., London, UK; Center for Security Studies, Athens, Greece; Inf. Technol. Inst., Thessaloniki, Greece","2017 European Intelligence and Security Informatics Conference (EISIC)","28 Dec 2017","2017","","","24","31","While petty crimes are considered misdemeanors from a judicial point of view and are typically punished with light sentences, they greatly affect citizens' perception of safety and are related to substantial financial losses. In this paper, we describe a technological solution for the timely detection of petty crimes, based on the developments of the EU project P-REACT. Concretely, a modular framework is presented where an embedded system processes in-situ a camera stream for the real-time detection of petty criminality incidents and the timely notification of authorities. This paper provides details on the various hardware options and the key software components of the system, which include a set of appropriately implemented video analytics algorithms for the detection of different petty crimes as well as modules for the capturing, transcoding and secure transmission of video clips in case of an alarm. An evaluation of the system is also provided covering both experimental results on the accuracy of the platform but also focusing on the feedback received during the trials phase of P-REACT through the participation of external stakeholders. Evaluation during this phase was based on the live demonstration of system's operation in a series of simulated events corresponding to different types of petty crimes. In both cases evaluation results were very promising, attesting to the high innovation potential of the platform.","","978-1-5386-2385-5","10.1109/EISIC.2017.13","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8240765","video analytics;embedded system;minimal latency","Embedded systems;Streaming media;Hardware;Surveillance;Prototypes;Sensor systems","police data processing;video signal processing","P-REACT;EU project;video analytic algorithms;video clips;petty criminality incidents;real-time detection;embedded system processes;timely detection","","","","24","","28 Dec 2017","","","IEEE","IEEE Conferences"
