"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Multi-Channel Deep Feature Learning for Intrusion Detection","G. Andresini; A. Appice; N. D. Mauro; C. Loglisci; D. Malerba","Department of Computer Science, University of Bari Aldo Moro, Bari, Italy; Department of Computer Science, University of Bari Aldo Moro, Bari, Italy; Department of Computer Science, University of Bari Aldo Moro, Bari, Italy; Department of Computer Science, University of Bari Aldo Moro, Bari, Italy; Department of Computer Science, University of Bari Aldo Moro, Bari, Italy","IEEE Access","24 Mar 2020","2020","8","","53346","53359","Networks had an increasing impact on modern life since network cybersecurity has become an important research field. Several machine learning techniques have been developed to build network intrusion detection systems for correctly detecting unforeseen cyber-attacks at the network-level. For example, deep artificial neural network architectures have recently achieved state-of-the-art results. In this paper a novel deep neural network architecture is defined, in order to learn flexible and effective intrusion detection models, by combining an unsupervised stage for multi-channel feature learning with a supervised one exploiting feature dependencies on cross channels. The aim is to investigate whether class-specific features of the network flows could be learned and added to the original ones in order to increase the model accuracy. In particular, in the unsupervised stage, two autoencoders are separately learned on normal and attack flows, respectively. As the top layer in the decoder of these autoencoders reconstructs samples in the same space as the input one, they could be used to define two new feature vectors allowing the representation of each network flow as a multi-channel sample. In the supervised stage, a multi-channel parametric convolution is adopted, in order to learn the effect of each channel on the others. In particular, as the samples belong to two different distributions (normal and attack flows), the samples labelled as normal should be more similar to the representation reconstructed with the normal autoencoder than that of the attack one, and viceversa. This expected dependency will be exploited to better disentangle the differences between normal and attack flows. The proposed neural network architecture leads to better predictive accuracy when compared to competitive intrusion detection architectures on three benchmark datasets.","2169-3536","","10.1109/ACCESS.2020.2980937","research project ???TALIsMan-Tecnologie di Assistenza personALizzata per il Miglioramento della quAlit?? della vitA???(grant numbers:ID: ARS01_01116,PON RI 2014-2020); Italian Ministry for Universities and Research (MIUR); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9036935","Cybersecurity;intrusion detection;machine learning;computer security","Feature extraction;Intrusion detection;Deep learning;Neural networks;Computer architecture;Decoding","neural nets;security of data;unsupervised learning","competitive intrusion detection architectures;multichannel deep feature learning;network cybersecurity;machine learning techniques;network intrusion detection systems;unforeseen cyber-attacks;network-level;deep artificial neural network architectures;unsupervised stage;multichannel feature;cross channels;class-specific features;model accuracy;feature vectors;network flow;multichannel sample;supervised stage;multichannel parametric convolution;normal autoencoder;intrusion detection models","","5","","65","CCBY","16 Mar 2020","","","IEEE","IEEE Journals"
"Adversarial Machine Learning-Driven Fake Task Anticipation in Mobile Crowdsensing Systems","Z. Chen; B. Kantarci","School of Electrical Engineering and Computer Science, University of Ottawa,Ottawa,ON,Canada; School of Electrical Engineering and Computer Science, University of Ottawa,Ottawa,ON,Canada","2021 IEEE International Conference on Service-Oriented System Engineering (SOSE)","15 Oct 2021","2021","","","57","63","Mobile Crowdsensing (MCS) enables access to distributed sensing sources of personalized devices so to support various smart services. Services and applications that can benefit from MCS are various such as transportation, health care, public safety, smart mobility and many others. Distributed nature and lack of a pre-established trust mechanism in MCS systems make them vulnerable in the presence of various threats that can be initiated by either sensing data providers or service requesters. While it is relatively easier to detect and eliminate false sensing data submissions via outlier detection, tasks that are submitted to keep the MCS servers and participating devices occupied and clogged are challenging since these attacks can be planned intelligently. In this paper, we investigate the potential of adversarial machine learning to anticipate fake / illegitimate task submissions to MCS systems. To this end, we empower a threat anticipation mechanism that leverages a Generative Adversarial Network (GAN) to inject adversarial samples of fake / illegitimate tasks to an MCS system. We evaluate the impact of GAN-driven attacks in terms of Adversarial Attack Success Rate (AASR) and Attack Severity (AS). Our numerical results show that the potential risk and severity of the offensive use of Machine Learning is significantly higher than an adversarial baseline that injects fake tasks solely based on random noise samples.","2642-6587","978-1-6654-3477-5","10.1109/SOSE52839.2021.00011","Natural Sciences and Engineering Research Council of Canada; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9564359","Mobile-Crowdsensing;Adversarial-Machine-Learning;Security;Machine-Learning;Generative-Adversarial-Networks","Crowdsensing;Service-oriented systems engineering;Transportation;Distributed databases;Medical services;Generative adversarial networks;Sensors","","","","","","37","","15 Oct 2021","","","IEEE","IEEE Conferences"
"5G Security Challenges and Solutions: A Review by OSI Layers","S. Sullivan; A. Brighente; S. A. P. Kumar; M. Conti","Department of Computing Sciences, Coastal Carolina University, Conway, SC, USA; Department of Mathematics, University of Padua, Padua, Italy; Department of Electrical Engineering and Computer Science, Cleveland State University, Cleveland, OH, USA; Department of Mathematics, University of Padua, Padua, Italy","IEEE Access","3 Sep 2021","2021","9","","116294","116314","The Fifth Generation of Communication Networks (5G) envisions a broader range of services compared to previous generations, supporting an increased number of use cases and applications. The broader application domain leads to increase in consumer use and, in turn, increased hacker activity. Due to this chain of events, strong and efficient security measures are required to create a secure and trusted environment for users. In this paper, we provide an objective overview of 5G security issues and the existing and newly proposed technologies designed to secure the 5G environment. We categorize security technologies using Open Systems Interconnection (OSI) layers and, for each layer, we discuss vulnerabilities, threats, security solutions, challenges, gaps and open research issues. While we discuss all seven OSI layers, the most interesting findings are in layer one, the physical layer. In fact, compared to other layers, the physical layer between the base stations and users' device presents increased opportunities for attacks such as eavesdropping and data fabrication. However, no single OSI layer can stand on its own to provide proper security. All layers in the 5G must work together, providing their own unique technology in an effort to ensure security and integrity for 5G data.","2169-3536","","10.1109/ACCESS.2021.3105396","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9514842","5G technologies;security issues;security solutions;OSI layer;5G vulnerabilities","Security;5G mobile communication;Protocols;Bitcoin;Eavesdropping;Wireless communication;TCPIP","5G mobile communication;telecommunication security","seven OSI layers;physical layer;single OSI layer;proper security;unique technology;5G security challenges;communication networks;broader application domain;increased hacker activity;strong security measures;efficient security measures;objective overview;5G security issues;newly proposed technologies;security technologies;open systems interconnection layers","","","","146","CCBY","16 Aug 2021","","","IEEE","IEEE Journals"
"G-IDS: Generative Adversarial Networks Assisted Intrusion Detection System","M. H. Shahriar; N. I. Haque; M. A. Rahman; M. Alonso",Florida International University; Florida International University; Florida International University; Florida International University,"2020 IEEE 44th Annual Computers, Software, and Applications Conference (COMPSAC)","22 Sep 2020","2020","","","376","385","The boundaries of cyber-physical systems (CPS) and the Internet of Things (IoT) are converging together day by day to introduce a common platform on hybrid systems. Moreover, the combination of artificial intelligence (AI) with CPS creates a new dimension of technological advancement. All these connectivity and dependability are creating massive space for the attackers to launch cyber attacks. To defend against these attacks, intrusion detection system (IDS) has been widely used. However, emerging CPS fields suffer from imbalanced and missing sample data, which makes the training of IDS difficult. In this paper, we propose a generative adversarial network (GAN) based intrusion detection system (G-IDS), where GAN generates synthetic samples, and IDS gets trained on them along with the original ones. G-IDS also fixes the difficulties of imbalanced or missing data problems. We model a network security dataset for an emerging CPS using NSL KDD-99 dataset and evaluate our proposed model's performance using different metrics. We find that our proposed G-IDS model performs much better in attack detection and model stabilization during the training process than a standalone IDS.","0730-3157","978-1-7281-7303-0","10.1109/COMPSAC48688.2020.0-218","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9202722","Generative Adversarial Networks, Cyber-Physical Systems Security, Intrusion Detection System","Gallium nitride;Generative adversarial networks;Intrusion detection;Data models;Databases;Training","data mining;neural nets;security of data","generative adversarial networks assisted intrusion detection system;cyber-physical systems;artificial intelligence;cyber attacks;CPS fields;generative adversarial network based intrusion detection system;GAN;network security dataset;G-IDS model;attack detection;model stabilization;standalone IDS;NSL KDD-99 dataset","","5","","40","","22 Sep 2020","","","IEEE","IEEE Conferences"
"Defining the Behavior of IoT Devices Through the MUD Standard: Review, Challenges, and Research Directions","J. L. Hernández-Ramos; S. N. Matheu; A. Feraudo; G. Baldini; J. B. Bernabe; P. Yadav; A. Skarmeta; P. Bellavista","Joint Research Centre, European Commission, Ispra, Italy; Department of Information and Communication Engineering, University of Murcia, Murcia, Spain; DISI, University of Bologna, Bologna, Italy; Computer Science Department, University of York, York, U.K.; Department of Information and Communication Engineering, University of Murcia, Murcia, Spain; Computer Science Department, University of York, York, U.K.; Department of Information and Communication Engineering, University of Murcia, Murcia, Spain; DISI, University of Bologna, Bologna, Italy","IEEE Access","16 Sep 2021","2021","9","","126265","126285","With the strong development of the Internet of Things (IoT), the definition of IoT devices' intended behavior is key for an effective detection of potential cybersecurity attacks and threats in an increasingly connected environment. In 2019, the Manufacturer Usage Description (MUD) was standardized within the IETF as a data model and architecture for defining, obtaining and deploying MUD files, which describe the network behavioral profiles of IoT devices. While it has attracted a strong interest from academia, industry, and Standards Developing Organizations (SDOs), MUD is not yet widely deployed in real-world scenarios. In this work, we analyze the current research landscape around this standard, and describe some of the main challenges to be considered in the coming years to foster its adoption and deployment. Based on the literature analysis and our own experience in this area, we further describe potential research directions exploiting the MUD standard to encourage the development of secure IoT-enabled scenarios.","2169-3536","","10.1109/ACCESS.2021.3111477","European Commission(grant numbers:H2020-830929 CyberSec4Europe,H2020-780139 SerIoT,H2020-952702 BIECO); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9531614","MUD;Internet of Things;security;IETF standards","Multiuser detection;Standards;Security;Internet of Things;Uniform resource locators;Proposals;Tools","computer crime;data models;Internet of Things","SDOs;IETF;cybersecurity threats;Internet of Things;secure IoT-enabled scenarios;Standards Developing Organizations;network behavioral profiles;MUD files;data model;manufacturer usage description;cybersecurity attacks;MUD standard;IoT devices","","","","160","CCBY","9 Sep 2021","","","IEEE","IEEE Journals"
"Payload-based Anomaly Detection for Industrial Internet Using Encoder Assisted GAN","P. Zhou",Shanghai University,"2020 IEEE 6th International Conference on Computer and Communications (ICCC)","12 Feb 2021","2020","","","669","673","Payload-based anomaly detection has been proved effective in discovering Internet misbehavior and potential intrusions, but highly relies on the unstructured feature engineering to generalize the distribution of normal payloads. This kind of generalization may not adapt well to the emerging industrial Internet, where the normal behaviors are more diverse and usually embedded in the raw payloads' local structures. In this paper, we tackle this generalization problem and propose a very different solution to payload-based anomaly detection without the need of feature engineering. Our basic idea is to learn the raw structures of normal payloads directly by a generative adversarial network (GAN), in which we have a generator (i.e., a reversed convolutional decoder) to sample raw payloads from a latent space as well as a discriminator (i.e., a convolutional classifier) to guide the generator produce raw payloads approximating the normal structures. We also deploy an assisted convolutional encoder to map the true payloads back to the latent space and combine with the GAN's decoder (i.e., generator) to reconstruct the payload structures. We consider anomalies appear in condition the re-constructed payloads are largely deviated from the true ones, since our encoder-decoder architecture is trained able to rebuild only the normal payload structures. We have evaluated our solution using extensive experiments on real-world industrial Internet datasets, and confirmed its effectiveness in detecting industrial Internet anomalies in the raw payloads.","","978-1-7281-8635-1","10.1109/ICCC51575.2020.9345104","Natural Science Foundation of Shanghai(grant numbers:18ZR1415000); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9345104","Payload-based Anomaly Detection;Generative Adversarial Network (GAN);Convolutional Neural Network","Neural networks;Generative adversarial networks;Generators;Internet;Gallium nitride;Anomaly detection;Payloads","data privacy;Internet;Internet of Things;learning (artificial intelligence);neural nets;production engineering computing;security of data","payload-based anomaly detection;real-world industrial Internet datasets;industrial Internet anomalies;encoder assisted GAN;normal payload distribution;Internet misbehavior;Internet intrusions;encoder assisted generative adversarial network","","","","25","","12 Feb 2021","","","IEEE","IEEE Conferences"
"Data Management in Industry 4.0: State of the Art and Open Challenges","T. P. Raptis; A. Passarella; M. Conti","Institute of Informatics and Telematics, National Research Council, Pisa, Italy; Institute of Informatics and Telematics, National Research Council, Pisa, Italy; Institute of Informatics and Telematics, National Research Council, Pisa, Italy","IEEE Access","31 Jul 2019","2019","7","","97052","97093","Information and communication technologies are permeating all aspects of industrial and manufacturing systems, expediting the generation of large volumes of industrial data. This paper surveys the recent literature on data management as it applies to networked industrial environments and identifies several open research challenges for the future. As a first step, we extract important data properties (volume, variety, traffic, and criticality) and identify the corresponding data enabling technologies of diverse fundamental industrial use cases, based on practical applications. Second, we provide a detailed outline of recent industrial architectural designs with respect to their data management philosophy (data presence, data coordination, and data computation) and the extent of their distributiveness. Then, we conduct a holistic survey of the recent literature from which we derive a taxonomy of the latest advances in industrial data enabling technologies and data centric services, spanning all the way from the field level deep in the physical deployments, up to the cloud and applications level. Finally, motivated by the rich conclusions of this critical analysis, we identify interesting open challenges for future research. The concepts presented in this paper thematically cover the largest part of the industrial automation pyramid layers. Our approach is multidisciplinary, as the selected publications were drawn from two fields; the communications, networking and computation field, and the industrial, manufacturing, and automation field. This paper can help the readers to deeply understand how data management is currently applied in networked industrial environments, and select interesting open research opportunities to pursue.","2169-3536","","10.1109/ACCESS.2019.2929296","H2020 Leadership in Enabling and Industrial Technologies(grant numbers:723909); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8764545","Data management;industrial networks;manufacturing;Industry 4.0","Automation;Manufacturing;Production;Robot sensing systems;Service robots","cloud computing;data analysis;factory automation;manufacturing systems;production engineering computing","Industry 4.0;applications level;physical deployments;industrial architectural designs;automation field;data properties;industrial automation field;computation field;data centric services;data computation;data coordination;data presence;data management philosophy;diverse fundamental industrial use cases;networked industrial environments;industrial data;industrial manufacturing systems;communication technologies","","19","","426","CCBY","16 Jul 2019","","","IEEE","IEEE Journals"
"Adversarial Semi-Supervised Learning for Diagnosing Faults and Attacks in Power Grids","M. Farajzadeh-Zanjani; E. Hallaji; R. Razavi-Far; M. Saif; M. Parvania","Department of Electrical and Computer Engineering, University of Windsor, Windsor, ON, Canada; Department of Electrical and Computer Engineering, University of Windsor, Windsor, ON, Canada; Department of Electrical and Computer Engineering, University of Windsor, Windsor, ON, Canada; Department of Electrical and Computer Engineering, University of Windsor, Windsor, ON, Canada; Department of Electrical and Computer Engineering, University of Utah, Salt Lake City, UT, USA","IEEE Transactions on Smart Grid","18 Jun 2021","2021","12","4","3468","3478","This paper proposes a novel adversarial scheme for learning from data under harsh learning conditions of partially labelled samples and skewed class distributions. This novel scheme integrates the generative ability of the state-of-the-art conditional generative adversarial network with the semi-supervised deep ladder network and semi-supervised deep auto-encoder. The proposed generative-adversarial based semi-supervised learning framework, named GBSS, is a triple network that aims to optimize a newly defined objective function to enhance the performance of the semi-supervised learner with the help of a generator and discriminator. The duel between the generator and discriminator results in the generation of more synthetic minority class samples that are very similar to the original minority samples (attacks and faults). Meanwhile, GBSS trains the semi-supervised model to learn the general distribution of the minority class samples including the newly generated samples in contrast to other classes and iteratively adjusts its weights. Moreover, a diagnostic framework is designed, in which GBSS and several state-of-the-art semi-supervised learners are used for learning and diagnosing attacks and faults in power grids. These methods are evaluated and compared for diagnosing attacks and faults in two different power grid cases. The attained results demonstrate the superiority of GBSS in diagnosing attacks and faults under the harsh conditions.","1949-3061","","10.1109/TSG.2021.3061395","Natural Sciences and Engineering Research Council of Canada (NSERC)(grant numbers:401226689); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9360878","Semi-supervised learning;generative adversarial networks;faults;cyber-attacks;power grids","Generative adversarial networks;Training;Phasor measurement units;Data models;Semisupervised learning;Generators;Gallium nitride","learning (artificial intelligence);pattern classification;power grids","adversarial semisupervised;diagnosing faults;power grids;novel adversarial scheme;harsh learning conditions;partially labelled samples;skewed class distributions;generative ability;state-of-the-art conditional generative adversarial network;generative-adversarial;semisupervised learning framework;triple network;newly defined objective function;semisupervised learner;generator;discriminator results;synthetic minority class samples;original minority samples;GBSS;semisupervised model;newly generated samples;state-of-the-art semisupervised learners;diagnosing attacks;different power grid cases","","3","","41","IEEE","23 Feb 2021","","","IEEE","IEEE Journals"
"Secure (S)Hell: Introducing an SSH Deception Proxy Framework","D. Reti; D. Klaaßen; S. D. Anton; H. Dieter Schotten","German Research Center for Artificial Intelligence,Intelligent Networks Research Group,Kaiserslautern; German Research Center for Artificial Intelligence,Intelligent Networks Research Group,Kaiserslautern; German Research Center for Artificial Intelligence,Intelligent Networks Research Group,Kaiserslautern; German Research Center for Artificial Intelligence,Intelligent Networks Research Group,Kaiserslautern","2021 International Conference on Cyber Situational Awareness, Data Analytics and Assessment (CyberSA)","12 Jul 2021","2021","","","1","6","Deceiving an attacker in the network security domain is a well established approach, mainly achieved through deployment of honeypots consisting of open network ports with the sole purpose of raising an alert on a connection. With attackers becoming more careful to avoid honeypots, other decoy elements on real host systems continue to create uncertainty for attackers. This uncertainty makes an attack more difficult, as an attacker cannot be sure whether the system does contain deceptive elements or not. Consequently, each action of an attacker could result in being discovered. In this paper a framework is proposed for placing decoy elements through an SSH proxy, allowing to deploy decoy elements on-the-fly without the need for a modification of the protected host system.","","978-1-6654-2529-2","10.1109/CyberSA52016.2021.9478201","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9478201","security;deception;honeypot;honeytoken;decoy elements;SSH proxy;deception proxy","Uncertainty;Data analysis;Feature extraction;Security;Communication networks","computer crime;computer network security;Internet","decoy elements;SSH deception proxy framework;network security domain;open network ports;deceptive elements;secure shell;real host systems;on-the-fly;attackers uncertainty","","","","16","","12 Jul 2021","","","IEEE","IEEE Conferences"
"Future Cloud Systems Design: Challenges and Research Directions","A. Taherkordi; F. Zahid; Y. Verginadis; G. Horn","Department of Informatics, University of Oslo, Oslo, Norway; Simula Research Laboratory, Fornebu, Norway; Institute of Communications and Computer Systems, National Technical University of Athens, Zografou, Greece; Department of Informatics, University of Oslo, Oslo, Norway","IEEE Access","17 Dec 2018","2018","6","","74120","74150","Cloud computing has been recognized as the de facto utility computing standard for hosting and delivering services over the Internet. Cloud platforms are being rapidly adopted by business owners and end-users thanks to its many benefits to traditional computing models such as cost saving, scalability, unlimited storage, anytime anywhere access, better security, and high fault-tolerance capability. However, despite the fact that clouds offer huge opportunities and services to the industry, the landscape of cloud computing research is evolving for several reasons, such as emerging data-intensive applications, multicloud deployment models, and more strict non-functional requirements on cloud-based services. In this paper, we develop a comprehensive taxonomy of main cloud computing research areas, discuss state-of-the-art approaches for each area and the associated sub-areas, and highlight the challenges and future directions per research area. The survey framework, presented in this paper, provides useful insights and outlook for the cloud computing research and development, allows broader understanding of the design challenges of cloud computing, and sheds light on the future of this fast-growing utility computing paradigm.","2169-3536","","10.1109/ACCESS.2018.2883149","European Commission(grant numbers:731664,645197); Norwegian Research Council(grant numbers:262854/F20); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8543679","Cloud computing;future directions;research challenges","Cloud computing;Data centers;Computer architecture;Computational modeling;Data models;Topology;Servers","","","","2","","275","OAPA","23 Nov 2018","","","IEEE","IEEE Journals"
