"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Learning-Based Defense of False Data Injection Attacks in Power System State Estimation","A. Kundu; A. Sahu; K. Davis; E. Serpedin","Electrical Engineering, Texas A&M University; Electrical Engineering, Texas A&M University; Electrical Engineering, Texas A&M University; Electrical Engineering, Texas A&M University","2019 North American Power Symposium (NAPS)","17 Feb 2020","2019","","","1","6","The electric power grid has evolved immensely with time and the modern power grid is dependent on communication networks for efficient transmission and distribution. Since communication networks are vulnerable to various kinds of cyber attacks it is important to detect them and prevent an important machinery like the power grid to get affected from cyber attacks. False data injection attacks (FDIA) are one of the most common attack strategies where an attacker tries to trick the underlying control system of the grid, by injecting false data in sensor measurements to cause disruptions. Our work has focused towards Least Effort attacks of two types i.e., Random and Target Attacks. Further, we propose a data augmented deep learning based solution to detect such attacks in real time. We aim at generating realistic attack simulations on standard IEEE 14 architectures and train neural networks to detect such attacks.","","978-1-7281-0407-2","10.1109/NAPS46351.2019.9000216","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9000216","False Data Injection;State Estimation;Random and Target attacks;Long Short Term Memory (LSTM)","Correlation;Anomaly detection;Deep learning;Neural networks;Transmission line measurements;Meters;Power systems","learning (artificial intelligence);neural nets;power engineering computing;power grids;power system security;power system state estimation;security of data","communication networks;cyber attacks;false data injection attacks;common attack strategies;Least Effort attacks;Target Attacks;realistic attack simulations;power system state estimation;electric power grid;modern power grid;control system;learning-based defense;FDIA;sensor measurements;data augmented deep learning based solution;standard IEEE 14 architectures;random attacks","","2","","20","","17 Feb 2020","","","IEEE","IEEE Conferences"
"Anomalous Communications Detection in IoT Networks Using Sparse Autoencoders","M. R. Shahid; G. Blanc; Z. Zhang; H. Debar","SAMOVAR, CNRS, Télécom SudParis, Institut Polytechnique de Paris,France; SAMOVAR, CNRS, Télécom SudParis, Institut Polytechnique de Paris,France; SAMOVAR, CNRS, IMT Lille-Douai, Institut Mines-Télécom,France; SAMOVAR, CNRS, Télécom SudParis, Institut Polytechnique de Paris,France","2019 IEEE 18th International Symposium on Network Computing and Applications (NCA)","19 Dec 2019","2019","","","1","5","Nowadays, IoT devices have been widely deployed for enabling various smart services, such as, smart home or e-healthcare. However, security remains as one of the paramount concern as many IoT devices are vulnerable. Moreover, IoT malware are constantly evolving and getting more sophisticated. IoT devices are intended to perform very specific tasks, so their networking behavior is expected to be reasonably stable and predictable. Any significant behavioral deviation from the normal patterns would indicate anomalous events. In this paper, we present a method to detect anomalous network communications in IoT networks using a set of sparse autoencoders. The proposed approach allows us to differentiate malicious communications from legitimate ones. So that, if a device is compromised only malicious communications can be dropped while the service provided by the device is not totally interrupted. To characterize network behavior, bidirectional TCP flows are extracted and described using statistics on the size of the first N packets sent and received, along with statistics on the corresponding inter-arrival times between packets. A set of sparse autoencoders is then trained to learn the profile of the legitimate communications generated by an experimental smart home network. Depending on the value of N, the developed model achieves attack detection rates ranging from 86.9% to 91.2%, and false positive rates ranging from 0.1% to 0.5%.","2643-7929","978-1-7281-2522-0","10.1109/NCA.2019.8935007","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8935007","Machine Learning;Neural Network;Anomaly Detection;Internet of Things;Network Security","Feature extraction;Security;Neurons;Standards;Anomaly detection;Malware;Performance evaluation","computer network security;Internet of Things;invasive software;learning (artificial intelligence);telecommunication traffic;transport protocols","experimental smart home network;anomalous communications detection;IoT networks;sparse autoencoders;IoT devices;smart services;IoT malware;networking behavior;significant behavioral deviation;anomalous events;anomalous network communications;differentiate malicious communications;network behavior;legitimate communications","","2","","22","","19 Dec 2019","","","IEEE","IEEE Conferences"
"When Machine Learning meets Security Issues: A survey","Z. Guan; L. Bian; T. Shang; J. Liu","School of Cyber Science and Technology, Beihang University Beijing, China; School of Cyber Science and Technology, Beihang University Beijing, China; School of Cyber Science and Technology, Beihang University Beijing, China; School of Cyber Science and Technology, Beihang University Beijing, China","2018 IEEE International Conference on Intelligence and Safety for Robotics (ISR)","15 Nov 2018","2018","","","158","165","Machine learning is one of the most prevalent techniques in recent decades which has been widely applied in various fields. Among them, the applications that detect and defend potential adversarial attacks using machine learning method provide promising solutions in cybersecurity. At the same time, machine learning algorithms and systems are vulnerable to multiple security threats. In this paper, we revisit certain literatures and present a comprehensive survey from two respects, application of machine learning on cybersecurity and reliability and security of machine learning system. We then overview security issues of mobile AI devices and propose two notable focus, which are worthy in-depth studies in future. Researchers can regard this survey as a navigating reference in both machine learning and cybersecurity fields.","","978-1-5386-5547-4","10.1109/IISR.2018.8535799","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8535799","machine learning;cybersecurity;threats;defense","Machine learning;Malware;Phishing;Feature extraction;Distributed databases","computer network security;learning (artificial intelligence)","security issues;machine learning algorithms;multiple security threats;reliability;machine learning system;potential adversarial attacks;cybersecurity;mobile AI devices","","4","","76","","15 Nov 2018","","","IEEE","IEEE Conferences"
"A Deep Reinforcement Learning Approach for Anomaly Network Intrusion Detection System","Y. -F. Hsu; M. Matsuoka","Cybermedia Center, Osaka University,Osaka,Japan; Cybermedia Center, Osaka University,Osaka,Japan","2020 IEEE 9th International Conference on Cloud Networking (CloudNet)","2 Feb 2021","2020","","","1","6","Network intrusion detection systems (NIDS) are essential for organizations to ensure the safety and security of their communication and information. In this paper, we propose a deep reinforcement learning-based (DRL) for anomaly network intrusion detection system. Our system has the ability of self-updating to reflect new types of network traffic behavior. This study includes three major contributions. First, to show the overall applicability of our approach, we demonstrate our work through two well-known NIDS benchmark datasets: NSL-KDD and UNSW-NB15 and a real campus network log. Second, to show the feasibility of our approach, we compared our method with three other classic machine learning methods and two related published results. Third, our model is capable of processing a million scale of network traffic on a real-time basis.","","978-1-7281-9486-8","10.1109/CloudNet51028.2020.9335796","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9335796","network intrusion detection system;NIDS;deep reinforcement learning;deep learning;random forest;support vector machine","Support vector machines;Network intrusion detection;Telecommunication traffic;Reinforcement learning;Real-time systems;Safety;Security","computer network security;deep learning (artificial intelligence);telecommunication traffic","network intrusion detection systems;network traffic behavior;deep reinforcement learning;NIDS","","","","17","","2 Feb 2021","","","IEEE","IEEE Conferences"
"A Light-Weight Authentication Scheme for Air Force Internet of Things","X. H. Cao; X. Du; E. P. Ratazzi","Dept. of Comput. & Inf. Sci., Temple Univ., Philadelphia, PA, USA; Dept. of Comput. & Inf. Sci., Temple Univ., Philadelphia, PA, USA; Air Force Res. Lab. Inf. Directorate, Rome, NY, USA","ICC 2019 - 2019 IEEE International Conference on Communications (ICC)","15 Jul 2019","2019","","","1","6","Internet of Things (IoT) is ubiquitous because of its broad applications and the advance in communication technologies. The capabilities of IoT also enable its important role in homeland security and tactical missions, including Reconnaissance, Intelligence, Surveillance, and Target Acquisition (RISTA). IoT security becomes the most critical issue before its extensive use in military operations. While the majority of research focuses on smart IoT devices, treatments for legacy dumb network-ready devices are lacking; moreover, IoT devices deployed in a hostile environment are often required to be dumb due to the strict hardware constraints, making them highly vulnerable to cyber attacks. To mitigate the problem, we propose a light-weight authentication scheme for dumb IoT devices, in a case study of the UAV-sensor collaborative RISTA missions. Our scheme utilizes the covert channels in the physical layer for authentications and does not request conventional key deployments, key generations which may cause security risks and large overhead that a dumb sensor cannot afford. Our scheme operates on the physical layer, and thus it is highly portable and generalizable to most commercial and military communication protocols. We demonstrate the viability of our scheme by building a prototype system and conducting experiments to emulate the behaviors of UAVs and sensors in real scenarios.","1938-1883","978-1-5386-8088-9","10.1109/ICC.2019.8761538","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8761538","","Authentication;Physical layer;Internet of Things;Sensors;Data communication;Surveillance","autonomous aerial vehicles;computer network security;Internet of Things;military aircraft;military communication;protocols;surveillance","legacy dumb network-ready devices;strict hardware constraints;light-weight authentication scheme;dumb IoT devices;UAV-sensor collaborative RISTA missions;physical layer;commercial communication protocols;military communication protocols;communication technologies;homeland security;tactical missions;IoT security;military operations;smart IoT devices;air force internet of Things;reconnaissance-intelligence-surveillance-target acquisition","","1","","30","","15 Jul 2019","","","IEEE","IEEE Conferences"
"Security in Mobile ADHOC Networks: Survey","S. S. Kariyannavar; S. Thakur; A. Maheshwari","Delhi Technological University,Department of Computer Engineering,Delhi,India; Delhi Technological University,Department of Computer Engineering,Delhi,India; Delhi Technological University,Department of Computer Engineering,Delhi,India","2021 6th International Conference on Inventive Computation Technologies (ICICT)","26 Feb 2021","2021","","","135","143","Mobile Adhoc Networks (MANETs) are dynamic, flexible, and mobile. While they enjoy several advanatages over traditional wireless networks due to these characteristics, their lack of infrastructure leaves them susceptible to a plethora of security threats. To better understand these threats, the traits of MANETs are elucidated and their vulnerable features are brought to light. Subsequently, the paper classifies and differentiates security attacks into various categories on several bases. Here, Data Traffic attacks, which directly affect the information being transmitted over the network, and Control Traffic attacks, which affect the flow of traffic in a network, are the primary focus. Examples of each of these attacks are explained with their functioning. Research work regarding the same have been studied and most effective countermeasures are mentioned. This paper aims to concisely summarize existing excellent research to defog uncertainties regarding the practical implementation of MANETs.","","978-1-7281-8501-9","10.1109/ICICT50816.2021.9358611","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9358611","Mobile ADHOC Networks;Routing protocols;Attacks in MANET;Blackhole;Gray Hole;Jellyfish;Worm Hole;Rushing;Sybil attacks;mitigation techniques","Uncertainty;Wireless networks;Ad hoc networks;Security;Mobile computing","mobile ad hoc networks;telecommunication security;telecommunication traffic","mobile ad hoc networks;MANET;wireless networks;security threats;security attacks;data traffic attacks;control traffic attacks;network traffic flow","","","","28","","26 Feb 2021","","","IEEE","IEEE Conferences"
"Jammer Localization in Multi-Hop Wireless Network: A Comprehensive Survey","X. Wei; Q. Wang; T. Wang; J. Fan","Nanjing Telecommunication Technology Research Institute, Nanjing, China; College of Communications Engineering and Electronic Engineering, PLA University of Science and Technology, Nanjing, China; College of Communications Engineering and Electronic Engineering, PLA University of Science and Technology, Nanjing, China; Nanjing Telecommunication Technology Research Institute, Nanjing, China","IEEE Communications Surveys & Tutorials","2 Jun 2017","2017","19","2","765","799","Various security threats and corresponding countermeasures has been a major concern of the maintainers of multi-hop wireless networks (MHWNs) in recent years. This is accompanied with background advances in wireless link bandwidth and rapid growth deployment of wireless network. As one of the main security threats MHWN faces, jamming attack has attracted much attention since it is easy to launch and can cause severe damages to the network. Accurate jammer localization plays an essential role in applying various anti-jamming countermeasures and it has been a hot topic in recent years. This survey overviews the major recent works done in the field of jammer localization for MHWN. The major contribution of this paper is to present all the typical jammer localization schemes in a single literature along with comprehensive performance comparison by simulation with respect to time complexity, location accuracy, and communication overhead in various MHWN deployment environments. Besides, directions for future research are outlined. We hope this survey can provide insight into different research directions to improve jammer localization accuracy for future developments.","1553-877X","","10.1109/COMST.2016.2631146","Major State Basic Research Development Program of China (973 Program)(grant numbers:2012CB315806); National Natural Science Foundation of China(grant numbers:61402521,61201216); Jiangsu Province Natural Science Foundation of China(grant numbers:BK20140068,BK20150201); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7750577","Multi-hop wireless network;jamming attack;jammer;localization","Jamming;Wireless sensor networks;Wireless networks;Communication system security;Mobile ad hoc networks","jamming;radio networks;relay networks (telecommunication);telecommunication security;wireless mesh networks","jammer localization;multihop wireless network;security threats;MHWN;wireless link bandwidth;jamming attack;comprehensive performance comparison","","29","","131","IEEE","21 Nov 2016","","","IEEE","IEEE Journals"
"Automated Adversary Emulation for Cyber-Physical Systems via Reinforcement Learning","A. Bhattacharya; T. Ramachandran; S. Banik; C. P. Dowling; S. D. Bopardikar","Pacific Northwest National Laboratory,Optimization and Control Group,Richland,WA,USA; Pacific Northwest National Laboratory,Optimization and Control Group,Richland,WA,USA; Michigan State University,Electrical and Computer Engineering,East Lansing,MI,USA; Pacific Northwest National Laboratory,Information Modeling and Analytics Group,Richland,WA,USA; Michigan State University,Electrical and Computer Engineering,East Lansing,MI,USA","2020 IEEE International Conference on Intelligence and Security Informatics (ISI)","8 Dec 2020","2020","","","1","6","Adversary emulation is an offensive exercise that provides a comprehensive assessment of a system's resilience against cyber attacks. However, adversary emulation is typically a manual process, making it costly and hard to deploy in cyber-physical systems (CPS) with complex dynamics, vulnerabilities, and operational uncertainties. In this paper, we develop an automated, domain-aware approach to adversary emulation for CPS. We formulate a Markov Decision Process (MDP) model to determine an optimal attack sequence over a hybrid attack graph with cyber (discrete) and physical (continuous) components and related physical dynamics. We apply model-based and model-free reinforcement learning (RL) methods to solve the discrete-continuous MDP in a tractable fashion. As a baseline, we also develop a greedy attack algorithm and compare it with the RL procedures. We summarize our findings through a numerical study on sensor deception attacks in buildings to compare the performance and solution quality of the proposed algorithms.","","978-1-7281-8800-3","10.1109/ISI49825.2020.9280521","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9280521","Adversary Emulation;Reinforcement Learning;Cyber-Physical Security;Hybrid Attack Graph","Uncertainty;Emulation;Reinforcement learning;Cyber-physical systems;Numerical models;Security;Resilience","computer network security;cyber-physical systems;graph theory;learning (artificial intelligence);Markov processes","cyber attacks;adversary emulation;cyber-physical systems;automated domain-aware approach;Markov Decision Process model;optimal attack sequence;hybrid attack graph;physical dynamics;model-free reinforcement learning methods;discrete-continuous MDP","","1","","17","","8 Dec 2020","","","IEEE","IEEE Conferences"
"An overview of Intrusion Detection Based on Deep Learning Techniques","F. Hussain; M. Hammad","College of Information Technology, University of Bahrain; College of Information Technology, University of Bahrain","2020 International Conference on Decision Aid Sciences and Application (DASA)","15 Jan 2021","2020","","","702","707","One of the main challenge in computer networks has become to keep up with patterns of threats that evolve and increase on a daily basis. There are many traditional mechanisms, such as firewalls, but they do not secure the detection of new types of attacks. Intrusion detection systems are tools to detect attacks, but they suffer from an inability to detect unknown attacks. Therefore, the method was devoted to methods of machine learning and data mining to increase the capability to predict new types of attacks. This study reviewed and analysed the research background for Intrusion Detection Systems (IDSs) based on Deep Learning (DL) or Machine Learning (ML) methods into a logical taxonomy and pinpoints the challenges and future opportunities in this vital study area. There are several techniques to aid IDS to identify and identified the changing behaviour of the system. However, some papers have lately proposed the idea of hybrid detection. This study analyses machine-learning techniques in IDS. Many related studies focused on machine learning techniques had been reviews in the period below 2000 to 2020. Associated studies include machine learning, deep learning, and Hybrid approaches.","","978-1-7281-9677-0","10.1109/DASA51403.2020.9317074","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9317074","Deep Learning (DL);Machine Learning (ML);Intrusion Detection Systems (IDSs)","Intrusion detection;Deep learning;Monitoring;Artificial neural networks;Security;Biological neural networks;Feature extraction","computer networks;data mining;deep learning (artificial intelligence);security of data","machine learning;deep learning;computer networks;Intrusion detection;attack detection;data mining","","","","37","","15 Jan 2021","","","IEEE","IEEE Conferences"
"Log Visualization of Intrusion and Prevention Reverse Proxy Server against Web Attacks","T. Mantoro; N. b. A. Aziz; N. D. b. M. Yusoff; N. A. b. A. Talib","Fac. Sci. & Technol., Univ. Siswa Bangsa Int., Jakarta, Indonesia; Dept. of Comput. Sci., Int. Islamic Univ. Malaysia, Kuala Lumpur, Malaysia; Dept. of Comput. Sci., Int. Islamic Univ. Malaysia, Kuala Lumpur, Malaysia; Dept. of Comput. Sci., Int. Islamic Univ. Malaysia, Kuala Lumpur, Malaysia","2013 International Conference on Informatics and Creative Multimedia","9 Jan 2014","2013","","","325","329","SQL Injection Attack (SQLIA) has made to the top of the OWASP, Top 10 Web Application Security Risks in 2013 and in 2010. The explosive use of web application with very little emphasis lay on securing it make this attack becoming more popular. Various methods have been discussed and proposed as countermeasure to the attack. Unfortunately, most of them are seen to be not comprehensive enough to address any kind of issues an organization might have when it comes to hardening the web security such as technical and financial matter for instance. This study presents a way to prevent and detect intrusion through the deployment of reverse proxy with an intrusion and prevention mechanism built in against web attacks especially SQLIA. With the flexibility offered in server logging process, we obtain and analyse preferred data to visualize the type of attack based on logs information. Our graph visualization development monitors three web security aspects, i.e. the top traffic blocked attempted by IP address, number of regular expression rules violated and detect the rules of intrusion detection.","","978-0-7695-5133-3","10.1109/ICICM.2013.70","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6702833","SQL Injection Attack;Network Intrusion Detection;Firewall;ModSecurity;Reverse Proxy.","Web servers;Monitoring;IP networks;Intrusion detection;Databases","data analysis;data visualisation;file servers;Internet;security of data;SQL;system monitoring","intrusion log visualization;prevention reverse proxy server;Web Attacks;SQL injection attack;SQLIA;OWASP;Web application security risks;intrusion detection;intrusion-prevention mechanism;server logging process;data analysis;graph visualization;log information;IP address","","4","","20","","9 Jan 2014","","","IEEE","IEEE Conferences"
