"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Def-IDS: An Ensemble Defense Mechanism Against Adversarial Attacks for Deep Learning-based Network Intrusion Detection","J. Wang; J. Pan; I. AlQerm; Y. Liu","University of Missouri-St. Louis,Department of Computer Science,St. Louis,Missouri,USA; University of Missouri-St. Louis,Department of Computer Science,St. Louis,Missouri,USA; University of Missouri-St. Louis,Department of Computer Science,St. Louis,Missouri,USA; Institute of Future Network Technologies, Chongqing University of Posts and Telecommunications,Chong Qing,China","2021 International Conference on Computer Communications and Networks (ICCCN)","31 Aug 2021","2021","","","1","9","Network intrusion detection plays an important role in the Internet of Things systems for protecting devices from security breaches. Facing challenges of the rapidly increasing amount of diverse network traffic, recent research has employed end-to-end deep learning-based intrusion detectors for automatic feature extraction and high detection accuracy. However, deep learning has been proved vulnerable to adversarial attacks that may cause misclassification by imposing imperceptible perturbation on input samples. Though such vulnerability is widely discussed in the image processing domain, very few studies have investigated its perniciousness against network intrusion detection systems (NIDS) and proposed corresponding defense strategies. In this paper, we try to fill this gap by proposing Def-IDS, an ensemble defense mechanism specially designed for NIDS, against both known and unknown adversarial attacks. It is a two-module training framework that integrates multi-class generative adversarial networks and multi-source adversarial retraining to improve model robustness, while the detection accuracy on unperturbed samples is maintained. We evaluate the mechanism over CSE-CIC-IDS2018 dataset and compare its performance with the other three defense methods. The results demonstrate that Def-IDS is able to detect various adversarial attacks with better precision, recall, F1 score, and accuracy.","2637-9430","978-1-6654-1278-0","10.1109/ICCCN52240.2021.9522215","National Science Foundation; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9522215","Network intrusion detection;adversarial attacks;deep learning","Training;Perturbation methods;Network intrusion detection;Detectors;Telecommunication traffic;Generative adversarial networks;Feature extraction","computer crime;computer network security;deep learning (artificial intelligence);feature extraction;Internet of Things","ensemble defense mechanism;deep learning-based network intrusion detection;security breaches;diverse network traffic;end-to-end deep learning-based intrusion detectors;automatic feature extraction;NIDS;Def-IDS;adversarial attacks;CSE-CIC-IDS2018 dataset;Internet of Things systems;two-module training framework;multiclass generative adversarial networks;multisource adversarial retraining","","","","29","","31 Aug 2021","","","IEEE","IEEE Conferences"
"Distributed Privacy-Preserving Collaborative Intrusion Detection Systems for VANETs","T. Zhang; Q. Zhu","Department of Electrical and Computer Engineering, Tandon School of Engineering, New York University, Brooklyn, NY, USA; Department of Electrical and Computer Engineering, Tandon School of Engineering, New York University, Brooklyn, NY, USA","IEEE Transactions on Signal and Information Processing over Networks","22 Feb 2018","2018","4","1","148","161","Vehicular ad hoc network (VANET) is an enabling technology in modern transportation systems for providing safety and valuable information, and yet vulnerable to a number of attacks from passive eavesdropping to active interfering. Intrusion detection systems (IDSs) are important devices that can mitigate the threats by detecting malicious behaviors. Furthermore, the collaborations among vehicles in VANETs can improve the detection accuracy by communicating their experiences between nodes. To this end, distributed machine learning is a suitable framework for the design of scalable and implementable collaborative detection algorithms over VANETs. One fundamental barrier to collaborative learning is the privacy concern as nodes exchange data among them. A malicious node can obtain sensitive information of other nodes by inferring from the observed data. In this paper, we propose a privacy-preserving machine-learningbased collaborative IDS (PML-CIDS) for VANETs. The proposed algorithm employs the alternating direction method of multipliers to a class of empirical risk minimization problems and trains a classifier to detect the intrusions in the VANETs. We use the differential privacy to capture the privacy notation of the PML-CIDS and propose a method of dual-variable perturbation to provide dynamic differential privacy. We analyze theoretical performance and characterize the fundamental tradeoff between the security and privacy of the PML-CIDS. We also conduct numerical experiments using the network security laboratory-knowledge discovery and data mining (NSL-KDD) dataset to corroborate the results on the detection accuracy, security-privacy tradeoffs, and design.","2373-776X","","10.1109/TSIPN.2018.2801622","National Science Foundation(grant numbers:CNS-1544782 and CNS-1720230); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8279495","ADMM;data processing;differential privacy;distributed computing;machine learning;network security;vehicle safety;vehicular ad hoc networks","Vehicular ad hoc networks;Privacy;Data privacy;Collaboration;Engines;Training data;Security","data mining;data privacy;learning (artificial intelligence);telecommunication computing;telecommunication security;vehicular ad hoc networks","security-privacy tradeoffs;distributed privacy-preserving collaborative intrusion detection systems;VANET;vehicular ad hoc network;modern transportation systems;distributed machine learning;scalable detection algorithms;collaborative learning;privacy concern;privacy-preserving machine;collaborative IDS;PML-CIDS;privacy notation;dynamic differential privacy;collaborative detection algorithms;network security laboratory-knowledge discovery and data mining;NSL-KDD dataset","","33","","38","IEEE","2 Feb 2018","","","IEEE","IEEE Journals"
"Secure access for MANET using authorization enforcement facility","Gowthami; Sangeetha","Department of Computer science and Engineering, Kongu Engineering College, Perundurai, India; Department of Computer science and Engineering, Kongu Engineering College, India","2013 International Conference on Information Communication and Embedded Systems (ICICES)","25 Apr 2013","2013","","","212","216","As MANETs are highly vulnerable to attacks due to its dynamic infrastructure, there may occur several attacks. Among those attacks routing attack is the most severe one. To systematically cope up with this routing attack, Risk Aware Response Mechanism is used. In these mechanism IDS is used which detects malicious activities caused by malicious nodes, Based on the risk of attack, temporary decision is made whether isolation is needed or not. IDS used in risk aware response mechanism is static based approach. Hence rule set in IDS has to be updated often by the network administrator if there are any new emerging attacks. In this paper, we propose a Authorization Enforcement Facility which uses risk as an input to determine how much a source node can be trusted. AEF considers both static approach as well as dynamic conditions in order to achieve better security and allow only secure communication to takes place between source and destination.","","978-1-4673-5788-3","10.1109/ICICES.2013.6508360","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6508360","Mobile Adhoc Networks;Risk Aware;Intrusion Detection System;Authorization Enforcement Facility;security","Routing;Intrusion detection;Peer-to-peer computing;Mobile ad hoc networks;Routing protocols","authorisation;computer network security;mobile ad hoc networks;telecommunication network routing","secure access;MANET;authorization enforcement facility;dynamic infrastructure;routing attack;risk aware response mechanism;malicious nodes;temporary decision;IDS;static based approach;network administrator;dynamic conditions","","","","13","","25 Apr 2013","","","IEEE","IEEE Conferences"
"Variational Autoencoder for Data Analytics in Internet of Things Based on Transfer Entropy","S. D. Liang","Department of Computer Science, University of Southern California, Los Angeles, CA, USA","IEEE Internet of Things Journal","6 Oct 2021","2021","8","20","15267","15275","Variational autoencoders (VAEs) are generative models which combine deep learning and Bayesian machine learning. The VAEs are trained via minimizing the loss function, and the most popular loss function in VAEs is the evidence lower bound function in which the Kullback–Leibler divergence has been used. Motivated by the idea that information flow from VAEs input to output should be reflected in the loss function, we propose to incorporate transfer entropy (TE) to loss function to quantify the information flow. Subsequently, we apply our TE-based VAEs to data analytics in Internet of Things, including data compression and generative modeling. Simulation results show that our TE-based VAEs works much better than the Kullback–Leibler divergence-based VAE in terms of reconstruction error and label error. We further analyze the latent space to clarify why our TE-based VAE performs better. We compare our TE-based VAE against compressive sensing and demonstrate that our TE-based VAE could have 30 times stronger compression power than compressive sensing.","2327-4662","","10.1109/JIOT.2021.3052162","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9326416","Data analytics;deep learning;Internet of Things (IoT);transfer entropy (TE);variational autoencoder (VAE)","Internet of Things;Data models;Entropy;Decoding;Data analysis;Analytical models;Loss measurement","Bayes methods;data analysis;data compression;entropy;learning (artificial intelligence)","VAEs input;information flow;data analytics;Internet of Things;generative modeling;Kullback-Leibler divergence-based VAE;variational autoencoder;generative models;popular loss function;evidence lower bound function","","","","29","IEEE","18 Jan 2021","","","IEEE","IEEE Journals"
"Detecting Successful Attacks from IDS Alerts Based On Emulation of Remote Shellcodes","Y. Kanemoto; K. Aoki; M. Iwamura; J. Miyoshi; D. Kotani; H. Takakura; Y. Okabe",NTT; NTT; NTT; NTT; Kyoto University; National Institute of Informatics; Kyoto University,"2019 IEEE 43rd Annual Computer Software and Applications Conference (COMPSAC)","9 Jul 2019","2019","2","","471","476","Server administrators and security operation center analysts receive alerts from an intrusion detection system and check whether attacks have succeeded. However, it is difficult to handle them quickly because a tremendous number of alerts is generated in a short period of time. We propose a method to identify important alerts that lead to security incidents automatically. The key idea is to determine the success or failure of an attack based on traffic logs and the network behaviors observed during shellcode emulation. We evaluated the proposed method in terms of accuracy and performance and found that it can handle more than 60% of remote shellcodes and cope with practical attack cases.","0730-3157","978-1-7281-2607-4","10.1109/COMPSAC.2019.10251","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8754060","Alert Verification;Triage;Shellcode;IDS;Emulation","Servers;Emulation;IP networks;Security;Feature extraction;Laboratories;Monitoring","computer network security","IDS alerts;remote shellcodes;security operation center analysts;intrusion detection system;security incidents;failure;traffic logs;shellcode emulation;practical attack cases;network behaviors","","2","","21","","9 Jul 2019","","","IEEE","IEEE Conferences"
"Combating Dependence Explosion in Forensic Analysis Using Alternative Tag Propagation Semantics","M. N. Hossain; S. Sheikhi; R. Sekar","Stony Brook University,Stony Brook,NY,USA; Stony Brook University,Stony Brook,NY,USA; Stony Brook University,Stony Brook,NY,USA","2020 IEEE Symposium on Security and Privacy (SP)","30 Jul 2020","2020","","","1139","1155","We are witnessing a rapid escalation in targeted cyber-attacks called Advanced and Persistent Threats (APTs). Carried out by skilled adversaries, these attacks take place over extended time periods, and remain undetected for months. A common approach for retracing the attacker's steps is to start with one or more suspicious events from system logs, and perform a dependence analysis to uncover the rest of attacker's actions. The accuracy of this analysis suffers from the dependence explosion problem, which causes a very large number of benign events to be flagged as part of the attack. In this paper, we propose two novel techniques, tag attenuation and tag decay, to mitigate dependence explosion. Our techniques take advantage of common behaviors of benign processes, while providing a conservative treatment of processes and data with suspicious provenance. Our system, called Morse, is able to construct a compact scenario graph that summarizes attacker activity by sifting through millions of system events in a matter of seconds. Our experimental evaluation, carried out using data from two government-agency sponsored red team exercises, demonstrates that our techniques are (a) effective in identifying stealthy attack campaigns, (b) reduce the false alarm rates by more than an order of magnitude, and (c) yield compact scenario graphs that capture the vast majority of the attack, while leaving out benign background activity.","2375-1207","978-1-7281-3497-0","10.1109/SP40000.2020.00064","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9152772","","Explosions;Security;Forensics;Attenuation;Ransomware;Linux","computer crime;digital forensics","tag attenuation;tag decay;suspicious provenance;Morse;system events;forensic analysis;suspicious events;system logs;dependence explosion problem;tag propagation semantics;advanced and persistent threats;APTs","","4","","91","","30 Jul 2020","","","IEEE","IEEE Conferences"
"Improving Attack Detection Performance in NIDS Using GAN","D. Li; D. Kotani; Y. Okabe",Kyoto University; Kyoto University; Kyoto University,"2020 IEEE 44th Annual Computers, Software, and Applications Conference (COMPSAC)","22 Sep 2020","2020","","","817","825","Nowadays, various methods are proposed to build effective anomaly-based Network Intrusion Detection System (NIDS). However, malicious packets are extremely less than normal packets and this class imbalance problem will result in low performance of attack detection. In this study, we have proposed a new hybrid oversampling model using GAN to improve attack detection performance in anomaly-based NIDS. It contains three main steps: feature extraction by Information Gain and PCA, data clustering by DBSCAN and data generation by WGAN-DIV. For performance evaluation, three HTTP only datasets: NSL-KDD-HTTP, UNSW-NB15-HTTP and Kyoto2006-Plus-HTTP are used. Six machine learning methods are utilized as anomaly-based NIDS and SMOTE is also used for comparison. Our model with XGBoost has achieved best F1-score in these three datasets from the results.","0730-3157","978-1-7281-7303-0","10.1109/COMPSAC48688.2020.0-162","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9202807","NIDS;GAN;Oversampling","Gallium nitride;Feature extraction;Generative adversarial networks;Training;Principal component analysis;Intrusion detection;Data models","computer network security;data mining;feature extraction;learning (artificial intelligence);pattern classification;pattern clustering;principal component analysis;telecommunication traffic","attack detection performance;GAN;network intrusion detection system;malicious packets;normal packets;class imbalance problem;hybrid oversampling model;anomaly-based NIDS;performance evaluation;NSL-KDD-HTTP;UNSW-NB15-HTTP;Kyoto2006-Plus-HTTP","","","","25","","22 Sep 2020","","","IEEE","IEEE Conferences"
"Detecting Low-Rate Replay-Based Injection Attacks on In-Vehicle Networks","S. Katragadda; P. J. Darby; A. Roche; R. Gottumukkala","Informatics Research Institute, University of Louisiana at Lafayette, Lafayette, LA, USA; College of Engineering, University of Louisiana at Lafayette, Lafayette, LA, USA; College of Engineering, University of Louisiana at Lafayette, Lafayette, LA, USA; Informatics Research Institute, University of Louisiana at Lafayette, Lafayette, LA, USA","IEEE Access","25 Mar 2020","2020","8","","54979","54993","The lack of security in today's in-vehicle network make connected vehicles vulnerable to many types of cyber-attacks. Replay-based injection attacks are one of the easiest type of denial-of-service attacks where the attacker floods the in-vehicle network with malicious traffic with intent to alter the vehicle's normal behavior. The attacker may exploit this vulnerability to launch targeted low-rate injection attacks which are difficult to detect because the network traffic during attacks looks like regular network traffic. In this paper, we propose a sequence mining approach to detect low-rate injection attacks in Control Area Network (CAN). We discuss four different types of replay attacks that can be used by the adversary, and evaluate the effectiveness of proposed method for varying attack characteristics and computational performance for each of the attacks. We observe that the proposed sequence-based anomaly detection achieves over 99% f-score, and outperforms existing dictionary based and multi-variate Markov chain based approach. Given that the proposed technique only uses CAN identifiers, the techniques could be adaptable to any type of vehicle manufacturer.","2169-3536","","10.1109/ACCESS.2020.2980523","National Science Foundation(grant numbers:CNS-1429526); 2016 DOE Grid Modernization Laboratory Consortium for Diagnostic Security Modules for Electric Vehicle to Building Integration(grant numbers:GMLC 0163); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9035504","Vehicular networks;CAN bus;intrusion detection;injection attacks;sub-sequence mining","Hidden Markov models;Computational modeling;Anomaly detection;Machine learning;Intrusion detection;Time-frequency analysis","computer network security;controller area networks;data mining;Markov processes;telecommunication traffic","in-vehicle network;cyber-attacks;replay-based injection attacks;denial-of-service attacks;low-rate injection attacks;regular network traffic;Control Area Network;replay attacks;attack characteristics;sequence-based anomaly detection;vehicle manufacturer;low-rate replay","","4","","37","CCBY","13 Mar 2020","","","IEEE","IEEE Journals"
"Deep Learning Hierarchical Representation From Heterogeneous Flow-Level Communication Data","G. Shao; X. Chen; X. Zeng; L. Wang","Cybersecurity Research Institute, Sichuan University, Chengdu, China; College of Cybersecurity, Sichuan University, Chengdu, China; Cybersecurity Research Institute, Sichuan University, Chengdu, China; College of Cybersecurity, Sichuan University, Chengdu, China","IEEE Transactions on Information Forensics and Security","20 Dec 2019","2020","15","","1525","1540","The success of a detection model depends heavily on feature engineering. Deep learning has been successfully applied in numerous research fields as a universal representation learning method. However, the heterogeneity of flow-level communication data obstructs the application of deep learning to communication representation learning, and research on this problem is still lacking. To cope with this problem, we propose a heterogeneous communication data-encoding approach to extract fixed-size encoding data to apply deep learning to heterogeneous communication data by preserving the spatiotemporal characteristics of the data. Then, we propose a feature extractor based on deep learning to automatically learn hierarchical and robust communication representations without expert knowledge. We show that the proposed approach can replicate and optimize the key steps of feature engineering well and learn hierarchical representations directly from heterogeneous communication data. Moreover, compared with features extracted with principal component analysis (PCA), manifold learning and manually crafted methods, the features extracted by deep learning are more robust and are characterized by their better adaptability to various classifiers and datasets. To the best of our knowledge, the initial work here is the first to apply deep learning techniques to heterogeneous flow-level data; consequently, the heterogeneous communication data processing method can provide technical means for the application of deep learning in other communication-related research fields.","1556-6021","","10.1109/TIFS.2019.2943236","National Natural Science Foundation of China(grant numbers:61272447); National Entrepreneurship and Innovation Demonstration Base of China(grant numbers:C700011); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8846762","Deep learning;communication behavior;representation learning;feature extraction;convolution neural network","Feature extraction;Deep learning;Computer security;Data mining;Encoding;Principal component analysis;Spatiotemporal phenomena","feature extraction;image representation;learning (artificial intelligence);principal component analysis","robust communication representations;hierarchical communication representations;fixed-size encoding data;heterogeneous communication data-encoding approach;communication representation learning;universal representation learning method;feature engineering;heterogeneous flow-level communication data;deep learning hierarchical representation;communication-related research fields;heterogeneous communication data processing method;heterogeneous flow-level data;deep learning techniques;manifold learning","","1","","35","IEEE","23 Sep 2019","","","IEEE","IEEE Journals"
"Managed Execution Environment as a Moving-Target Defense Infrastructure","P. Pal; R. Schantz; A. Paulos; B. Benyo",Raytheon BBN Technologies; Raytheon BBN Technologies; Raytheon BBN Technologies; Raytheon BBN Technologies,"IEEE Security & Privacy","15 Apr 2014","2014","12","2","51","59","The A3 adaptive execution management environment contributes to moving-target defense (MTD) strategies by enabling sophisticated dynamic defensive maneuvers. A3 facilitates synergistic combination of MTDs with one another as well as with other aspects of a composite defense, aiming to improve an application's resiliency over time. It can expand MTDs' scope and increase their effectiveness by subjecting additional system aspects to dynamic motion and adding moving-target dynamism to the overall defense, with little increase in cost and complexity.","1558-4046","","10.1109/MSP.2013.133","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6671568","adaptive defense;survivable application;resilience","Target tracking;Computer security;Computer crime;Ports (Computers);Resilience;IP networks","defence industry;military computing","execution environment;moving target defense infrastructure;adaptive execution management environment;MTD strategies;sophisticated dynamic defensive maneuvers;synergistic combination;composite defense;dynamic motion;moving target dynamism","","7","","11","","20 Nov 2013","","","IEEE","IEEE Magazines"
