"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Wireless Networked Multirobot Systems in Smart Factories","K. -C. Chen; S. -C. Lin; J. -H. Hsiao; C. -H. Liu; A. F. Molisch; G. P. Fettweis","Department of Electrical Engineering, University of South Florida, Tampa, FL, USA; Department of Electrical and Computer Engineering, North Carolina State University, Raleigh, NC, USA; Graduate Institute of Communication Engineering, National Taiwan University, Taipei, Taiwan; Department of Electrical and Computer Engineering, Mississippi State University, Starkville, MS, USA; Department of Electrical and Computer Engineering, University of Southern California, Los Angeles, CA, USA; Vodafone Chair, Dresden University of Technology, Dresden, Germany","Proceedings of the IEEE","23 Mar 2021","2021","109","4","468","494","Smart manufacturing based on artificial intelligence and information communication technology will become the main contributor to the digital economy of the upcoming decades. In order to execute flexible production, smart manufacturing must holistically integrate wireless networking, computing, and automatic control technologies. This article discusses the challenges of this complex system engineering from a wireless networking perspective. Starting from enabling flexible reconfiguration of a smart factory, we discuss existing wireless technology and the trends of wireless networking evolution to facilitate multirobot smart factories. Furthermore, the special sequential decision-making of a multirobot manufacturing system is examined. Social learning can be used to extend the resilience of precision operation in a multirobot system by taking network topology into consideration, which also introduces a new vision for the cybersecurity of smart factories. A summary of highlights of technological opportunities for holistic facilitation of wireless networked multirobot smart factories rounds off this article.","1558-2256","","10.1109/JPROC.2020.3033753","Florida Center for Cybersecurity, University of South Florida; North Carolina Department of Transportation (NCDOT)(grant numbers:TCE2020-03); NC State 2019 Faculty Research and Professional Development Program; Cisco Systems, Inc.; National Science Foundation(grant numbers:CNS-2006453); Mississippi State University(grant numbers:ORED 253551-060702); National Science Foundation (NSF); National Institute of Standards and Technology (NIST); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9272626","5G;6G;artificial intelligence (AI);cyber–physical system (CPS);cybersecurity;Industry 4.0;Internet of Things;machine learning;multiagent system;multirobot systems (MRSs);smart factory;smart manufacturing;ultrareliable and low-latency communication (uRLLC);wireless communications;wireless networks","Smart manufacturing;5G mobile communication;Robots;Wireless communication;Wireless sensor networks;Production facilities;Robot sensing systems;Fourth Industrial Revolution;6G mobile communication;Internet of Things;Low latency communication","decision making;factory automation;intelligent manufacturing systems;mobile robots;multi-robot systems;production engineering computing","wireless networked multirobot systems;wireless networked multirobot smart factories rounds;technological opportunities;network topology;multirobot system;multirobot manufacturing system;wireless networking evolution;wireless technology;smart factory;flexible reconfiguration;wireless networking perspective;complex system engineering;automatic control technologies;smart manufacturing;flexible production;information communication technology;artificial intelligence","","1","","232","IEEE","26 Nov 2020","","","IEEE","IEEE Journals"
"A Novel Deep Learning Based Intrusion Detection System : Software Defined Network","J. Hussain; V. Hnamte","Mathematics and Computer Science, Mizoram University,Mizoram,India; Mathematics and Computer Science, Mizoram University,Mizoram,India","2021 International Conference on Innovation and Intelligence for Informatics, Computing, and Technologies (3ICT)","4 Nov 2021","2021","","","506","511","Over the last few years, Software Defined Networking (SDN) has brought forward a potential software-based networking framework that, with the existing network management system, allows for the network programming to operate alongside the overall network management system. Tracking data to the data centre is more effective with this new method. It prevents security flaws from causing new threats to appear in the network since these vulnerabilities will only reveal themselves at the time of OpenFlow packet transmission via a centralized system and symmetric controller. A study was conducted for a Deep Learning (DL) based approach that is proposed to be implemented on SDN. The Deep Neural Network model is used to monitor network activity for both regular and anomalous data transfer to check for malicious traffic. A dataset of IDS, publicly accessible, KDD-CUP99, NSL-KDD and UNSW-NB15 Dataset are used to determine the possible behaviour of security flaws. The study explores SDN security and IDS about security concerns and also gives a very high and acceptable accuracy rate.","","978-1-6654-4032-5","10.1109/3ICT53449.2021.9581404","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9581404","Software Defined Networking;KDD-CUP99;NSL-KDD;UNSW-NB15;Intrusion Detection Systems;Denial of Service (DoS);Deep Learning;Deep Neutral Network","Deep learning;Technological innovation;Software algorithms;Network intrusion detection;Telecommunication traffic;Production;Programming","","","","","","33","","4 Nov 2021","","","IEEE","IEEE Conferences"
"The Weighted Word2vec Paragraph Vectors for Anomaly Detection Over HTTP Traffic","J. Li; H. Zhang; Z. Wei","College of Mathematics and Computer Science, Fuzhou University, Fuzhou, China; College of Mathematics and Computer Science, Fuzhou University, Fuzhou, China; College of Mathematics and Computer Science, Fuzhou University, Fuzhou, China","IEEE Access","10 Aug 2020","2020","8","","141787","141798","Anomaly detection over HTTP traffic has attracted much attention in recent years, which plays a vital role in many domains. This article proposes an efficient machine learning approach to detect anomalous HTTP traffic that addresses the problems of existing methods, such as data redundancy and high training complexity. This algorithm draws on natural language processing (NLP) technology, uses the Word2vec algorithm to deal with the semantic gap, and implements Term Frequency-Inverse Document Frequency (TF-IDF) weighted mapping of HTTP traffic to construct a low-dimensional paragraph vector representation to reduce training complexity. Then we employs boosting algorithm Light Gradient Boosting Machine (LightGBM) and Categorical Boosting (CatBoost) to build an efficient and accurate anomaly detection model. The proposed method is tested on some artificial data sets, such as HTTP DATASET CSIC 2010, UNSW-NB15, and Malicious-URLs. Experimental results reveal that both the boosting algorithms have high detection accuracy, high true positive rate, and low false positive rate. Compared with other anomaly detection methods, the proposed algorithms require relatively short running time and low CPU memory consumption.","2169-3536","","10.1109/ACCESS.2020.3013849","National Natural Science Foundation of China(grant numbers:61672159); Joint Straits Fund of Key Program of the National Natural Science Foundation of China(grant numbers:U1705262); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9154702","Anomaly detection;Word2vec;TF-IDF;LightGBM;CatBoost","Feature extraction;Anomaly detection;Training;Boosting;Classification algorithms;Prediction algorithms","hypermedia;learning (artificial intelligence);natural language processing;security of data;telecommunication traffic;text analysis;transport protocols;vectors","HTTP DATASET CSIC 2010;anomaly detection methods;weighted Word2vec paragraph vectors;anomalous HTTP traffic;natural language processing technology;low-dimensional paragraph vector representation;LightGBM;light gradient boosting machine;categorical boosting;boosting algorithm;UNSW-NB15;malicious-URLs;machine learning approach;TF-IDF;term frequency-inverse document frequency weighted mapping;NLP","","2","","49","CCBY","3 Aug 2020","","","IEEE","IEEE Journals"
"Factor of Security (FoS): Quantifying the Security Effectiveness of Redundant Smart Grid Subsystems","O. Duman; M. Zhang; L. Wang; M. Debbabi; R. Atallah; B. Lebel","Concordia university for Information Systems Engineering, Concordia University, 5618 Dollard des Ormeaux, Quebec Canada (e-mail: o_dum@encs.concordia.ca); Ericsson Research, Ericsson AB, 39174 Montreal, Quebec Canada (e-mail: menguan.zhang@ericsson.com); Concordia Institute for Information Systems Engineering, Concordia University, 5618 Montreal, Quebec Canada (e-mail: wang@ciise.concordia.ca); Concordia Institute for Information Systems Engineering, Concordia University, 5618 Montreal, Quebec Canada H3G 1M8 (e-mail: debbabi@encs.concordia.ca); Hydro-Qubec Research Institute, Hydro-Qubec, 9969 Montreal, Quebec Canada (e-mail: Atallah.Ribal@ireq.ca); Thales Research and Technology, Thales Canada Inc, 510117 Quebec, Quebec Canada (e-mail: Bernard.LEBEL@ca.thalesgroup.com)","IEEE Transactions on Dependable and Secure Computing","","2020","PP","99","1","1","According to IEC 61850-90-4, most smart grid substations are designed with redundancy in order to improve their availability in case of failures. Redundancy usually takes the form of having multiple subsystems with identical functionality based on the assumption that failures in one subsystem are isolated from other subsystems. However, this is not necessarily true in the case of failures caused by malicious attacks, because attackers can easily reuse their skills and tools across different subsystems under similar configurations. Taking this into consideration, this paper introduces the factor of security (FoS) metrics to quantify the security effectiveness of redundant subsystems in smart grids. Specifically, we first apply the attack graph model to capture various threats in smart grids and substations; we then formally define the FoS metric and the probabilistic FoS metric; finally, we evaluate those metrics under different scenarios through simulations.","1941-0018","","10.1109/TDSC.2020.3009931","NSERCHydro-Qubec Thales Senior Industrial Research Chair in Smart Grid Security(grant numbers:IRCPJ 501621 - 15); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9142445","","Substations;Security;Smart grids;Measurement;IEC Standards;Redundancy;Monitoring","","","","","","","IEEE","16 Jul 2020","","","IEEE","IEEE Early Access Articles"
"Covert Channels-Based Stealth Attacks in Industry 4.0","C. Alcaraz; G. Bernieri; F. Pascucci; J. Lopez; R. Setola","Computer Science Department, University of Malaga, Malaga, Spain; Department of Mathematics, University of Padua, Padua, Italy; Department of Engineering, Roma Tre University, Rome, Italy; Computer Science Department, University of Malaga, Malaga, Spain; Complex System and Security Lab, University Campus Bio-Medico, Rome, Italy","IEEE Systems Journal","22 Nov 2019","2019","13","4","3980","3988","Industry 4.0 advent opens several cyber-threats scenarios originally designed for classic information technology (IT), drawing the attention to serious risks for the modern industrial control networks. To cope with this problem, in this paper, we address the security issues related to covert channels applied to industrial networks, identifying the new vulnerability points when ITs converge with operational technologies such as edge computing infrastructures. Specifically, we define two signaling strategies where we exploit the Modbus/transmission control protocol (TCP) as target to set up a covert channel. Once the threat channel is established, passive and active offensive methodologies are further exploited by implementing and testing them on a real industrial Internet of Things testbed. The experimental results highlight the potential damage of such specific threats and the easy extrapolation of the attacks to other types of channels in order to show the new risks for the Industry 4.0. Related to this, we discuss some countermeasures offering an overview of possible mitigation and defensive measures.","1937-9234","","10.1109/JSYST.2019.2912308","SealedGRID project(grant numbers:H2020-MSCA-RISE-2017,777996); EU Commission; SADCIP(grant numbers:RTC-2016-4847-8); Spanish Ministry of Economy, Industry and Competitiveness; HANSEL(grant numbers:LR132008 FILASRU20141193); Regione Lazio; Design and Implementation of Security Services for the Industrial Internet of Things; University of Malaga (I Plan Propio de Investigación y Transferencia); Italian Presidency of the Council of Ministers; Universita Campus Bio-Medico di Roma in 2017; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8715420","Command and control (C&C);covert channel;data exfiltration;industry 4.0;stealth attacks","Servers;Protocols;Industries;Security;Malware;Payloads;Timing","computer network security;Internet;Internet of Things;signalling protocols;transport protocols","operational technologies;edge computing;signaling strategies;threat channel;passive methodologies;active offensive methodologies;covert channels-based stealth attacks;cyber-threats scenarios;classic information technology;modern industrial control networks;industrial networks;vulnerability points;Industry 4.0;ITs;Modbus-transmission control protocol;TCP;industrial Internet of Things testbed;edge computing infrastructures","","4","","29","IEEE","15 May 2019","","","IEEE","IEEE Journals"
"Semi-Supervised Spatiotemporal Deep Learning for Intrusions Detection in IoT Networks","M. Abdel-Basset; H. Hawash; R. K. Chakrabortty; M. J. Ryan","Department of Computer Science, Zagazig University, Zagazig, Egypt; Department of Computer Science, Zagazig University, Zagazig, Egypt; Capability Systems Centre, School of Engineering and IT, UNSW Canberra, ACT, Australia; Capability Systems Centre, School of Engineering and IT, UNSW Canberra, ACT, Australia","IEEE Internet of Things Journal","26 Jul 2021","2021","8","15","12251","12265","The rapid growth of the Internet of Things (IoT) technologies has generated a huge amount of traffic that can be exploited for detecting intrusions through IoT networks. Despite the great effort made in annotating IoT traffic records, the number of labeled records is still very small, increasing the difficulty in recognizing attacks and intrusions. This study introduces a semi-supervised deep learning approach for intrusion detection (SS-Deep-ID), in which we propose a multiscale residual temporal convolutional (MS-Res) module to finetune the network capability in learning spatiotemporal representations. An improved traffic attention (TA) mechanism is introduced to estimate the importance score that helps the model to concentrate on important information during learning. Furthermore, a hierarchical semi-supervised training method is introduced which takes into account the sequential characteristics of the IoT traffic data during training. The proposed SS-Deep-ID is easily integrated into a fog-enabled IoT network to offer efficient real-time intrusion detection. Finally, empirical evaluations on two recent data sets (CIC-IDS2017 and CIC-IDS2018) demonstrate that SS-Deep-ID improves the efficiency of intrusion detection and increases the robustness of performance while maintaining computational efficiency.","2327-4662","","10.1109/JIOT.2021.3060878","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9359667","Deep learning (DL);Internet of Things (IoT);semi-supervised learning","Internet of Things;Training;Intrusion detection;Feature extraction;Deep learning;Task analysis;Recurrent neural networks","computer network security;convolutional neural nets;deep learning (artificial intelligence);Internet of Things","intrusions detection;IoT networks;Internet of Things technologies;labeled records;semisupervised deep learning approach;SS-Deep-ID;multiscale residual temporal convolutional module;semisupervised training method;IoT traffic data;fog-enabled IoT network;real-time intrusion detection;CIC-IDS2017 dataset;CIC-IDS2018 dataset;IoT traffic records;semisupervised spatiotemporal deep learning","","1","","48","IEEE","19 Feb 2021","","","IEEE","IEEE Journals"
"A Meta-analysis of Role of Network Intrusion Detection Systems in Confronting Network Attacks","J. Verma; A. Bhandari; G. Singh","Punjabi University,Deptt. of Computer Sc. and Engineering,Patiala,India; Punjabi University,Deptt. of Computer Sc. and Engineering,Patiala,India; Punjab Institute of Technology,Deptt. of Computer Sc. and Engineering,Rajpura,India","2021 8th International Conference on Computing for Sustainable Global Development (INDIACom)","3 Jun 2021","2021","","","506","511","Traffic on the network is increasing immensely. Unprecedented development and close integration of devices for the Internet of Things (IoT) have contributed to an enormous amount of data in recent years. A persistent concern is the detection and prevention of network intrusions. In this paper, we have analyzed the Network Intrusion Detection System (NIDS) deployment, methodology, and the taxonomy of attacks detected by a NIDS. The purpose of the study is to emphasize the role of NIDS in confronting attacks. Deep Learning (DL), has significantly aided Machine Learning (ML) inefficiencies and produced time and cost-effective security solutions. By analyzing the work done by various researchers, it has been observed that deep learning algorithms give better accuracy and performance in confronting attacks with KDD Cup- 99 Dataset.","","978-93-80544-43-4","10.1109/INDIACom51348.2021.00090","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9441325","network intrusion detection system;deep learning;machine learning;IoT;network attack","Deep learning;Machine learning algorithms;Taxonomy;Network intrusion detection;Telecommunication traffic;Big Data;Internet of Things","computer network security;learning (artificial intelligence)","network intrusions;NIDS;deep learning algorithms;unprecedented development;persistent concern;machine learning inefficiencies;confronting network attacks;network intrusion detection system deployment","","","","38","","3 Jun 2021","","","IEEE","IEEE Conferences"
"Application of Lightweight Railway Transit Object Detector","T. Ye; C. Ren; X. Zhang; G. Zhai; R. Wang","School of Mechanical Electronic and Information Engineering, China University of Mining and Technology, Beijing, China; School of Mechanical Electronic and Information Engineering, China University of Mining and Technology, Beijing, China; School of Mechanical Electronic and Information Engineering, China University of Mining and Technology, Beijing, China; School of Mechanical Electronic and Information Engineering, China University of Mining and Technology, Beijing, China; School of Instrumentation and Optoelectronic Engineering, Beihang University, Beijing, China","IEEE Transactions on Industrial Electronics","1 Jul 2021","2021","68","10","10269","10280","Intelligent traffic systems for railway object detection have become the focus of research in recent years. Accurate and fast object detection using a camera is an important but challenging problem in the railway industry. In this article, we propose an object detector with low power yet robust detection for collision warning in a train safety system. The proposed object detector comprises three modules. First, a stable sampling module is used to reduce the dimensions of the feature map and image information loss. Second, a lightweight feature extraction module utilizes a dynamic bottleneck structure to control the calculation load and enhance the expressive ability of the model. Third, a feature-fusion module combines high- and low-level features to enhance the semantic information and improve the accuracy of detection of multiscale and small objects. Experimental results demonstrate that the proposed network achieves reasonable results for railway object detection and outperforms the current state-of-the-art detectors. Finally, we design an obstacle-avoidance device that can be installed at the front of the train for real-time security warning in real-world conditions.","1557-9948","","10.1109/TIE.2020.3021640","National Natural Science Foundation of China(grant numbers:61673039); Fundamental Research Funds for the Central Universities(grant numbers:2020XJJD03); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9194146","Deep learning;embedded platform;lightweight network;object detection;railway safety","Rail transportation;Object detection;Feature extraction;Real-time systems;Cameras;Detectors;Roads","collision avoidance;feature extraction;object detection;railway engineering;railway safety;traffic engineering computing","lightweight railway transit object detector;intelligent traffic systems;railway object detection;fast object detection;railway industry;robust detection;train safety system;stable sampling module;feature map;image information loss;lightweight feature extraction module;feature-fusion module;low-level features;multiscale objects;small objects;state-of-the-art detectors","","","","37","IEEE","10 Sep 2020","","","IEEE","IEEE Journals"
"Deep learning-based data forgery detection in automatic generation control","F. Zhang; Q. Li",University of Arkansas; University of Arkansas,"2017 IEEE Conference on Communications and Network Security (CNS)","21 Dec 2017","2017","","","400","404","Automatic Generation Control (AGC) is a key control system in the power grid. It is used to calculate the Area Control Error (ACE) based on frequency and tie-line power flow between balancing areas, and then adjust power generation to maintain the power system frequency in an acceptable range. However, attackers might inject malicious frequency or tie-line power flow measurements to mislead AGC to do false generation correction which will harm the power grid operation. Such attacks are hard to be detected since they do not violate physical power system models. In this work, we propose algorithms based on Neural Network and Fourier Transform to detect data forgery attacks in AGC. Different from the few previous work that rely on accurate load prediction to detect data forgery, our solution only uses the ACE data already available in existing AGC systems. In particular, our solution learns the normal patterns of ACE time series and detects abnormal patterns caused by artificial attacks. Evaluations on the real ACE dataset show that our methods have high detection accuracy.","","978-1-5386-0683-4","10.1109/CNS.2017.8228705","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8228705","Power grid;AGC;data forgery attack;deep learning;attack detection","Automatic generation control;Frequency measurement;Load flow;Security;Power measurement;Data models;Conferences","Fourier transforms;learning (artificial intelligence);load regulation;neural nets;power engineering computing;power generation control;power grids;time series","automatic generation control;key control system;balancing areas;power generation;power system frequency;attackers;malicious frequency;tie-line power flow measurements;false generation correction;power grid operation;physical power system models;data forgery attacks;AGC systems;detects abnormal patterns;high detection accuracy;area control error;deep learning-based data forgery detection;neural network;Fourier transform;ACE time series","","3","","16","","21 Dec 2017","","","IEEE","IEEE Conferences"
"Unsupervised Machine Learning for Networking: Techniques, Applications and Research Challenges","M. Usama; J. Qadir; A. Raza; H. Arif; K. A. Yau; Y. Elkhatib; A. Hussain; A. Al-Fuqaha","Information Technology University (ITU)-Punjab, Lahore, Pakistan; Information Technology University (ITU)-Punjab, Lahore, Pakistan; National University of Science and Technology (NUST), Islamabad, Pakistan; National University of Science and Technology (NUST), Islamabad, Pakistan; Sunway University, Subang Jaya, Malaysia; The School of Computing and Communications, Lancaster University, Lancaster, U.K.; School of Computing, Edinburgh Napier University, Edinburgh, U.K.; Information and Computing Technology (ICT) Division, College of Science and Engineering (CSE), Hamad Bin Khalifa University, Doha, Qatar","IEEE Access","31 May 2019","2019","7","","65579","65615","While machine learning and artificial intelligence have long been applied in networking research, the bulk of such works has focused on supervised learning. Recently, there has been a rising trend of employing unsupervised machine learning using unstructured raw network data to improve network performance and provide services, such as traffic engineering, anomaly detection, Internet traffic classification, and quality of service optimization. The growing interest in applying unsupervised learning techniques in networking stems from their great success in other fields, such as computer vision, natural language processing, speech recognition, and optimal control (e.g., for developing autonomous self-driving cars). In addition, unsupervised learning can unconstrain us from the need for labeled data and manual handcrafted feature engineering, thereby facilitating flexible, general, and automated methods of machine learning. The focus of this survey paper is to provide an overview of applications of unsupervised learning in the domain of networking. We provide a comprehensive survey highlighting recent advancements in unsupervised learning techniques, and describe their applications in various learning tasks, in the context of networking. We also provide a discussion on future directions and open research issues, while identifying potential pitfalls. While a few survey papers focusing on applications of machine learning in networking have previously been published, a survey of similar scope and breadth is missing in the literature. Through this timely review, we aim to advance the current state of knowledge, by carefully synthesizing insights from previous survey papers, while providing contemporary coverage of the recent advances and innovations.","2169-3536","","10.1109/ACCESS.2019.2916648","Qatar National Library (QNL); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8713992","Machine learning;deep learning;unsupervised learning;computer networks","Unsupervised learning;Deep learning;Anomaly detection;Internet of Things;Quality of service","computer networks;Internet;unsupervised learning","learning tasks;survey paper;networking stems;unsupervised learning techniques;Internet traffic classification;network performance;unstructured raw network data;unsupervised machine;supervised learning;networking research;machine learning","","25","","321","OAPA","14 May 2019","","","IEEE","IEEE Journals"
