"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Engineering Statistical Behaviors for Attacking and Defending Covert Channels","V. Crespi; G. Cybenko; A. Giani","Department of Computer Science, CSULA, Los Angeles, CA, USA; Thayer School of Engineering, Dartmouth College, Hanover; Los Alamos National Laboratory, Los Alamos","IEEE Journal of Selected Topics in Signal Processing","22 Jan 2013","2013","7","1","124","136","This paper develops techniques for attacking and defending behavioral anomaly detection methods commonly used in network traffic analysis and covert channels. The main new result is our demonstration of how to use a behavior's or process' <i>k</i>-order statistics to build a stochastic process that has the same <i>k</i>-order stationary statistics but possesses different, deliberately designed, (<i>k</i>+1) -order statistics if desired. Such a model realizes a “complexification” of the process or behavior which a defender can use to monitor whether an attacker is shaping the behavior. We also describe a source coding technique that respects the <i>k</i> -order statistics, including entropy which is a first order statistic for example, of a process while encoding information covertly, and we show how to achieve optimizing information rates. Although the main results and examples are stated in terms of behavioral anomaly detection for covert channels, the techniques are more generally applicable to behavioral anomaly analysis. One fundamental consequence of these results is that certain types of behavioral anomaly detection techniques come down to an arms race in the sense that the advantage goes to the party that has more computing resources applied to the problem.","1941-0484","","10.1109/JSTSP.2012.2237378","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6400212","Behavioral anomaly detection;covert channels;exfiltration;probabilistic automata;cognitive attack;steganalysis","Entropy;Delay;Hidden Markov models;Probability;Encoding;Stochastic processes","channel coding;computer network security;higher order statistics;source coding;telecommunication traffic","engineering statistical behaviors;covert channel attack;covert channel defending;behavioral anomaly detection method;network traffic analysis;process k-order statistics;behavior k-order statistics;stochastic process;k-order stationary statistics;process complexification;source coding technique;entropy;first-order statistic;encoding information;optimizing information rates","","13","","49","","1 Jan 2013","","","IEEE","IEEE Journals"
"Asynchronous Peer-to-Peer Federated Capability-Based Targeted Ransomware Detection Model for Industrial IoT","M. Al-Hawawreh; E. Sitnikova; N. Aboutorab","School of Engineering and Information Technology, University of New South Wales (UNSW), Campbell, ACT, Australia; School of Engineering and Information Technology, University of New South Wales (UNSW), Campbell, ACT, Australia; School of Engineering and Information Technology, University of New South Wales (UNSW), Campbell, ACT, Australia","IEEE Access","9 Nov 2021","2021","9","","148738","148755","Industrial Internet of Thing (IIoT) systems are considered attractive ransomware targets because they operate critical services that affect human lives and have substantial operational costs. The major concern is with brownfield IIoT systems since they have legacy edge systems that are not fully prepared to integrate with IoT technologies. Various existing security solutions can detect and mitigate such attacks but are often ineffective due to the heterogeneous and distributed nature of the IIoT systems and their interoperability demands. Consequently, developing new detection solutions is essential. Therefore, this paper proposes a novel targeted ransomware detection model tailored for IIoT edge systems. It uses Asynchronous Peer-to-Peer Federated Learning (AP2PFL) and Deep Learning (DL) techniques as a targeted ransomware detection algorithm. The proposed model consists of two modules: 1) Data Purifying Module (DPM) aims to refine and reconstruct a valuable and robust representation of data based on Contractive Denoising Auto-Encoder (CDAE), and 2) Diagnostic and Decision Module (DDM) is used to identify targeted ransomware and its stages based on Deep Neural Network (DNN) and Batch Normalization (BN). The main strengths of this proposed model include: 1) each edge gateway’s modules work cooperatively with its neighbors in an asynchronous manner and without a third party, 2) it deals with both homogeneous and heterogeneous data, and 3) it is robust against evasion attacks. An exhaustive set of experiments on three datasets prove the high effectiveness of the proposed model in detecting targeted ransomware (known and unknown attacks) in brownfield IIoT and the superiority over the state-of-the-art models.","2169-3536","","10.1109/ACCESS.2021.3124634","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9597509","Edge system;IIoT;federated learning;detection;targeted ransomware","Ransomware;Industrial Internet of Things;Logic gates;Feature extraction;Data models;Image edge detection;Cryptography","","","","","","43","CCBY","1 Nov 2021","","","IEEE","IEEE Journals"
"An Assistive System for Android Malware Analysis to Increase Malware Analysis Efficiency","S. Jadhav; T. T. Oh; J. P. Jeong; Y. H. Kim; J. N. Kim","Dept. of Inf. Sci. & Technol., Rochester Inst. of Technol. Rochester, Rochester, NY, USA; Dept. of Inf. Sci. & Technol., Rochester Inst. of Technol. Rochester, Rochester, NY, USA; Dept. of Interaction Sci., Sungkyunkwan Univ., Suwon, South Korea; Mobile Security Res. Sect., Electron. & Telecommun. Res. Inst., Daejeon, South Korea; Mobile Security Res. Sect., Electron. & Telecommun. Res. Inst., Daejeon, South Korea","2017 31st International Conference on Advanced Information Networking and Applications Workshops (WAINA)","18 May 2017","2017","","","370","374","After the comprehensive survey of existing malware analysis products in the market, the survey result has shown that an assistive tool is needed to help researchers to automatically predict an Android malware in a given large number of applications. Due to a large volume of Android applications being developed and distributed every day through third party application stores, it is difficult to detect a set of Android applications which might potentially indicate malicious behaviors. This situation results in high inefficiency in performing the manual analysis of applications that are uploaded to Android application stores. This research focuses on creating an Android malware analysis lab environment with assistive services that helps the prediction of malicious applications from a given large set of both benign and malicious Android applications. This lab environment is ideal for third party Android application stores and malware researchers in performing Android malware analysis on such an application set.","","978-1-5090-6231-7","10.1109/WAINA.2017.26","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7929706","Malware;Assistive System;Analysis","Malware;Androids;Humanoid robots;Feature extraction;Manuals;Google;Data mining","Android (operating system);invasive software","assistive system;Android malware analysis;third party Android application stores","","1","","15","","18 May 2017","","","IEEE","IEEE Conferences"
"Quantum Machine Learning for 6G Communication Networks: State-of-the-Art and Vision for the Future","S. J. Nawaz; S. K. Sharma; S. Wyne; M. N. Patwary; M. Asaduzzaman","Department of Electrical Engineering, COMSATS University Islamabad (CUI), Islamabad, Pakistan; SnT, University of Luxembourg, Luxembourg City, Luxembourg; Department of Electrical Engineering, COMSATS University Islamabad (CUI), Islamabad, Pakistan; School of Computing and Digital Technology, Birmingham City University, Birmingham, U.K.; School of Creative Arts and Engineering, Staffordshire University, Stoke-on-Trent, U.K.","IEEE Access","15 Apr 2019","2019","7","","46317","46350","The upcoming fifth generation (5G) of wireless networks is expected to lay a foundation of intelligent networks with the provision of some isolated artificial intelligence (AI) operations. However, fully intelligent network orchestration and management for providing innovative services will only be realized in Beyond 5G (B5G) networks. To this end, we envisage that the sixth generation (6G) of wireless networks will be driven by on-demand self-reconfiguration to ensure a many-fold increase in the network performance and service types. The increasingly stringent performance requirements of emerging networks may finally trigger the deployment of some interesting new technologies, such as large intelligent surfaces, electromagnetic-orbital angular momentum, visible light communications, and cell-free communications, to name a few. Our vision for 6G is a massively connected complex network capable of rapidly responding to the users' service calls through real-time learning of the network state as described by the network edge (e.g., base-station locations and cache contents), air interface (e.g., radio spectrum and propagation channel), and the user-side (e.g., battery-life and locations). The multi-state, multi-dimensional nature of the network state, requiring the real-time knowledge, can be viewed as a quantum uncertainty problem. In this regard, the emerging paradigms of machine learning (ML), quantum computing (QC), and quantum ML (QML) and their synergies with communication networks can be considered as core 6G enablers. Considering these potentials, starting with the 5G target services and enabling technologies, we provide a comprehensive review of the related state of the art in the domains of ML (including deep learning), QC, and QML and identify their potential benefits, issues, and use cases for their applications in the B5G networks. Subsequently, we propose a novel QC-assisted and QML-based framework for 6G communication networks while articulating its challenges and potential enabling technologies at the network infrastructure, network edge, air interface, and user end. Finally, some promising future research directions for the quantum- and QML-assisted B5G networks are identified and discussed.","2169-3536","","10.1109/ACCESS.2019.2909490","EU-funded(grant numbers:ATOM-690750,H2020-MSCA-RISE-2015); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8681450","6G;B5G;machine learning;quantum communications;quantum machine learning","5G mobile communication;Communication networks;Quantum computing;Machine learning;Wireless networks;Parallel processing;Quantum communication","5G mobile communication;artificial intelligence;cellular radio;complex networks;intelligent networks;learning (artificial intelligence);mobile computing;quantum computing","massively connected complex network;electromagnetic-orbital angular momentum;beyond 5G networks;B5G networks;6G communication networks;quantum ML;QML;quantum uncertainty problem;air interface;artificial intelligence;network infrastructure;5G target services;core 6G enablers;quantum computing;network edge;network state;cell-free communications;visible light communications;intelligent surfaces;service types;fully intelligent network orchestration;isolated artificial intelligence operations;wireless networks;quantum machine learning","","76","","237","OAPA","4 Apr 2019","","","IEEE","IEEE Journals"
"TARAS: Trust-Aware Role-Based Access Control System in Public Internet-of-Things","B. Gwak; J. Cho; D. Lee; H. Son","KAIST, Daejeon, South Korea; Army Res. Lab., Adelphi, MD, USA; KAIST, Daejeon, South Korea; KAIST, Daejeon, South Korea","2018 17th IEEE International Conference On Trust, Security And Privacy In Computing And Communications/ 12th IEEE International Conference On Big Data Science And Engineering (TrustCom/BigDataSE)","6 Sep 2018","2018","","","74","85","Due to the proliferation of Internet-of-Things (IoT) environments, humans working with heterogeneous, smart objects in public IoT environments become more popular than ever before. This situation often requires to establish trust relationships between a user and a smart object for their secure interactions, but without the presence of prior interactions. In this work, we are interested in how a smart object can grant an access right to a human user in the absence of any prior knowledge in which some users may be malicious aiming to breach security goals of the IoT system. To solve this problem, we propose a trust-aware, role-based access control system, namely TARAS, which provides adaptive authorization to users based on dynamic trust estimation. In TARAS, for the initial trust establishment, we take a multidisciplinary approach by adopting the concept of I-sharing from psychology. The I-sharing follows the rationale that people with similar roles and traits are more likely to respond in a similar way. This theory provides a powerful tool to quickly establish trust between a smart object and a new user with no prior interactions. In addition, TARAS can adaptively filter malicious users out by revoking their access rights based on adaptive, dynamic trust estimation. Our experimental results show that the proposed TARAS mechanism can maximize system integrity in terms of correctly detecting malicious or benign users while maximizing service availability to users particularly when the system is fine-tuned based on the identified optimal setting in terms of an optimal trust threshold.","2324-9013","978-1-5386-4388-4","10.1109/TrustCom/BigDataSE.2018.00022","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8455890","trust-aware;adaptive systems;Internet-of-Things;access control;I-sharing","Authorization;Estimation;Permission;Dynamic scheduling;Adaptive systems","authorisation;Internet of Things;trusted computing","trust-aware role-based access control system;public Internet-of-Things;public IoT environments;trust relationships;security goals;IoT system;dynamic trust estimation;access rights;TARAS mechanism;system integrity;adaptive authorization;I-sharing;trust threshold","","4","","27","","6 Sep 2018","","","IEEE","IEEE Conferences"
"Intrusion Detection and Ejection Framework Against Lethal Attacks in UAV-Aided Networks: A Bayesian Game-Theoretic Methodology","H. Sedjelmaci; S. M. Senouci; N. Ansari","DRIVE Laboratory, University of Burgundy, Nevers, France; DRIVE Laboratory, University of Burgundy, Nevers, France; Helen and John C. Hartmann Department of Electrical and Computer Engineering, Newark College of Engineering, New Jersey Institute of Technology, Newark, NJ, USA","IEEE Transactions on Intelligent Transportation Systems","1 May 2017","2017","18","5","1143","1153","Advances in wireless communications and microelectronics have spearheaded the development of unmanned aerial vehicles (UAVs), which can be used to augment a ground network composed of sensors and/or vehicles in order to increase coverage, enhance the end-to-end delay, and improve data processing. While UAV-aided networks can potentially find applications in many areas, a number of issues, particularly security, have not been readily addressed. The intrusion detection system is the most commonly used technique to detect attackers. In this paper, we focus on addressing two main issues within the context of intrusion detection and attacker ejection in UAV-aided networks, namely, activation of the intrusion monitoring process and attacker ejection. In fact, when a large number of nodes activate their monitoring processes, the incurred overhead can be substantial and, as a consequence, degrades the network performance. Therefore, a tradeoff between the intrusion detection rate and overhead is considered in this work. It is not always the best strategy to eject a node immediately when it exhibits a bad sign of malicious activities since this sign could be provisional (the node may switch to a normal behavior in the future) or be simply due to noise or unreliable communications. Thus, a dilemma between detection and false positive rates is taken into account in this paper. We propose to address these two security issues by a Bayesian game model in order to accurately detect attacks (i.e., high detection and low false positive rates) with a low overhead. Simulation results have demonstrated that our proposed security game framework does achieve reliable detection.","1558-0016","","10.1109/TITS.2016.2600370","European project Fuse-IT; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7549080","Bayesian game;intrusion detection system (IDS);intrusion ejection system (IES);unmanned aerial vehicles (UAVs);vehicular networks","Unmanned aerial vehicles;Intrusion detection;Monitoring;Games;Bayes methods","autonomous aerial vehicles;Bayes methods;game theory;mobile radio;telecommunication security","intrusion detection framework;intrusion ejection framework;lethal attacks;UAV-aided networks;Bayesian game-theoretic methodology;unmanned aerial vehicle development;ground network;end-to-end delay;data processing improvement;intrusion monitoring process;intrusion detection rate;microelectronics","","64","","34","IEEE","24 Aug 2016","","","IEEE","IEEE Journals"
"Faking and Discriminating the Navigation Data of a Micro Aerial Vehicle Using Quantum Generative Adversarial Networks","M. Barbeau; J. Garcia-Alfaro",Carleton University; Institut Polytechnique de Paris,"2019 IEEE Globecom Workshops (GC Wkshps)","5 Mar 2020","2019","","","1","6","We show that the Quantum Generative Adversarial Network (QGAN) paradigm can be employed by an adversary to learn generating data that deceives the monitoring of a Cyber- Physical System (CPS) and to perpetrate a covert attack. As a test case, the ideas are elaborated considering the navigation data of a Micro Aerial Vehicle (MAV). A concrete QGAN design is proposed to generate fake MAV navigation data. Initially, the adversary is entirely ignorant about the dynamics of the CPS, the strength of the approach from the point of view of the bad guy. A design is also proposed to discriminate between genuine and fake MAV navigation data. The designs combine classical optimization, qubit quantum computing and photonic quantum computing. Using the PennyLane software simulation, they are evaluated over a classical computing platform. We assess the learning time and accuracy of the navigation data generator and discriminator versus space complexity, i.e., the amount of quantum memory needed to solve the problem.","","978-1-7281-0960-2","10.1109/GCWkshps45667.2019.9024550","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9024550","","Navigation;Machine learning;Quantum computing;Generators;Data integrity;Games","quantum computing;quantum entanglement","microaerial vehicle;Quantum Generative Adversarial Network paradigm;Cyber- Physical System;CPS;concrete QGAN design;fake MAV navigation data;qubit quantum computing;photonic quantum computing;navigation data generator;quantum memory;classical optimization;PennyLane software simulation;classical computing platform;discriminator complexity;space complexity","","1","","26","","5 Mar 2020","","","IEEE","IEEE Conferences"
"Privacy in the Cloud: A Survey of Existing Solutions and Research Challenges","P. Silva; E. Monteiro; P. Simões","Department of Informatics Engineering, Centre for Informatics and Systems of the University of Coimbra, University of Coimbra, Coimbra, Portugal; Department of Informatics Engineering, Centre for Informatics and Systems of the University of Coimbra, University of Coimbra, Coimbra, Portugal; Department of Informatics Engineering, Centre for Informatics and Systems of the University of Coimbra, University of Coimbra, Coimbra, Portugal","IEEE Access","20 Jan 2021","2021","9","","10473","10497","Private data is transmitted and stored online every second. Therefore, security and privacy assurances should be provided at all times. However, that is not always the case. Private information is often unwillingly collected, sold, or exposed, depriving data owners of their rightful privacy. In this article, various privacy threats, concepts, regulations, and personal data types are analyzed. An overview of Privacy Enhancing Technologies (PETs) and a survey of anonymization mechanisms, privacy tools, models, and metrics are presented together with an analysis of respective characteristics and capabilities. Moreover, this article analyses the applicability of the reviewed privacy mechanisms on today's Cloud Services and identifies the current research challenges to achieve higher privacy levels in the Cloud.","2169-3536","","10.1109/ACCESS.2021.3049599","POSEIDON H2020 Project(grant numbers:786713 H2020-DS-2016-2017/DS-08-2017); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9316301","Anonymization;cloud computing;privacy metrics;privacy enhancing technologies","Data privacy;Privacy;Cloud computing;Measurement;Regulation;Tools;Encryption","cloud computing;data privacy","personal data types;anonymization mechanisms;privacy tools;cloud services;private data;private information;data owners;privacy threats;privacy mechanisms;privacy enhancing technologies","","","","170","CCBY","6 Jan 2021","","","IEEE","IEEE Journals"
"Evaluating model drift in machine learning algorithms","K. Nelson; G. Corbin; M. Anania; M. Kovacs; J. Tobias; M. Blowers","BAE Systems, Rome, NY, USA; BAE Systems, Rome, NY, USA; BAE Systems, Rome, NY, USA; BAE Systems, Rome, NY, USA; BAE Systems, Rome, NY, USA; Air Force Research Laboratory, Rome, NY, USA","2015 IEEE Symposium on Computational Intelligence for Security and Defense Applications (CISDA)","20 Aug 2015","2015","","","1","8","Machine learning is rapidly emerging as a valuable technology thanks to its ability to learn patterns from large data sets and solve problems that are impossible to model using conventional programming logic. As machine learning techniques become more mainstream, they are being applied to a wider range of application domains. These algorithms are now trusted to make critical decisions in secure and adversarial environments such as healthcare, fraud detection, and network security, in which mistakes can be incredibly costly. They are also a critical component to most modern autonomous systems. However, the data driven approach utilized by these machine learning methods can prove to be a weakness if the data on which the models rely are corrupted by either nefarious or accidental means. Models that utilize on-line learning or periodic retraining to learn new patterns and account for data distribution changes are particularly susceptible to corruption through model drift. In modeling this type of scenario, specially crafted data points are added to the training set over time to adversely influence the system, inducing model drift which leads to incorrect classifications. Our work is focused on exploring the resistance of various machine learning algorithms to such an approach. In this paper we present an experimental framework designed to measure the susceptibility of anomaly detection algorithms to model drift. We also exhibit our preliminary results using various machine learning algorithms commonly found in intrusion detection research.","2329-6275","978-1-4673-7557-3","10.1109/CISDA.2015.7208643","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7208643","adversarial machine learning;cyber security;intrusion detection systems;model drift","Training;Hidden Markov models;Data models;Machine learning algorithms;Algorithm design and analysis;Image color analysis;Security","learning (artificial intelligence);pattern recognition;security of data","model drift evaluation;machine learning algorithms;programming logic;machine learning techniques;autonomous systems;data driven approach;on-line learning;periodic retraining;data distribution;anomaly detection algorithms;intrusion detection research","","3","","19","","20 Aug 2015","","","IEEE","IEEE Conferences"
"Deep Learning Based Attack Detection for Cyber-Physical System Cybersecurity: A Survey","J. Zhang; L. Pan; Q. -L. Han; C. Chen; S. Wen; Y. Xiang","School of Science, Computing and Engineering Technologies, Swinburne University of Technology,Melbourne,VIC,Australia,3122; School of Information Technology, Deakin University,Geelong,VIC,Australia,3216; School of Science, Computing and Engineering Technologies, Swinburne University of Technology,Melbourne,VIC,Australia,3122; College of Science and Engineering, James Cook University,Townsville,QLD,Australia,4811; School of Science, Computing and Engineering Technologies, Swinburne University of Technology,Melbourne,VIC,Australia,3122; School of Science, Computing and Engineering Technologies, Swinburne University of Technology,Melbourne,VIC,Australia,3122","IEEE/CAA Journal of Automatica Sinica","","2021","PP","99","1","15","With the booming of cyber attacks and cyber criminals against cyber-physical systems (CPSs), detecting these attacks remains challenging. It might be the worst of times, but it might be the best of times because of opportunities brought by machine learning (ML), in particular deep learning (DL). In general, DL delivers superior performance to ML because of its layered setting and its effective algorithm for extract useful information from training data. DL models are adopted quickly to cyber attacks against CPS systems. In this survey, a holistic view of recently proposed DL solutions is provided to cyber attack detection in the CPS context. A six-step DL driven methodology is provided to summarize and analyze the surveyed literature for applying DL methods to detect cyber attacks against CPS systems. The methodology includes CPS scenario analysis, cyber attack identification, ML problem formulation, DL model customization, data acquisition for training, and performance evaluation. The reviewed works indicate great potential to detect cyber attacks against CPS through DL modules. Moreover, excellent performance is achieved partly because of several high-quality datasets that are readily available for public use. Furthermore, challenges, opportunities, and research trends are pointed out for future research.","2329-9274","","10.1109/JAS.2021.1004261","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9536650","Cyber-physical system;cybersecurity;deep learning;intrusion detection;pattern classification","Deep learning;Training;Performance evaluation;Machine learning algorithms;Training data;Cyber-physical systems;Market research","","","","","","75","","13 Sep 2021","","","IEEE","IEEE Early Access Articles"
