"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"AFRL: Adaptive federated reinforcement learning for intelligent jamming defense in FANET","N. I. Mowla; N. H. Tran; I. Doh; K. Chae","Department of Computer Science and Engineering, Ewha Womans University; School of Computer Science, University of Sydney; Department of Cyber Security, Ewha Womans University; Department of Computer Science and Engineering, Ewha Womans University","Journal of Communications and Networks","17 Jul 2020","2020","22","3","244","258","The flying ad-hoc network (FANET) is a decentralized communication network for the unmanned aerial vehicles (UAVs). Because of the wireless nature and the unique network properties, FANET remains vulnerable to jamming attack with additional challenges. First, a decision from a centralized knowledge base is unsuitable because of the communication and power constraints in FANET. Second, the high mobility and the low density of the UAVs in FANET require constant adaptation to newly explored spatial environments containing unbalanced data; rendering a distributed jamming detection mechanism inadequate. Third, taking model-based jamming defense actions in a newly explored environment, without a precise estimation of the transitional probabilities, is challenging. Therefore, we propose an adaptive federated reinforcement learning-based jamming attack defense strategy. We developed a model-free Q-learning mechanism with an adaptive exploration-exploitation epsilon-greedy policy, directed by an ondevice federated jamming detection mechanism. The simulation results revealed that the proposed adaptive federated reinforcement learning-based defense strategy outperformed the baseline methods by significantly reducing the number of en route jammer location hop counts. The results also showed that the average accuracy of the federated jamming detection mechanism, leveraged in the defense strategy, was 39.9% higher than that of the distributed mechanism verified with the standard CRAWDAD jamming attack dataset and the ns-3 simulated FANET jamming attack dataset.","1976-5541","","10.1109/JCN.2020.000015","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9143577","Federated learning;flying ad-hoc network;jamming attack;on-device AI;reinforcement learning","Jamming;Adaptation models;Learning (artificial intelligence);Unmanned aerial vehicles;Base stations;Vehicular ad hoc networks","autonomous aerial vehicles;greedy algorithms;jamming;learning (artificial intelligence);mobile ad hoc networks;probability;telecommunication computing;telecommunication security","centralized knowledge base;power constraints;UAV;model-free Q-learning mechanism;adaptive exploration-exploitation epsilon-greedy policy;federated jamming detection mechanism;standard CRAWDAD jamming attack dataset;ns-3 simulated FANET jamming attack dataset;intelligent jamming defense;flying ad-hoc network;decentralized communication network;unmanned aerial vehicles;adaptive federated reinforcement learning;distributed jamming detection mechanism;transitional probabilities;en route jammer location hop counts","","13","","","","17 Jul 2020","","","KICS","KICS Journals"
"Automation Snort Rule for XSS Detection with Honeypot","S. Syaifuddin; D. Risqiwati; H. A. Sidharta","Faculty of Engineering, School of Information Technology, University of Muhammadiyah Malang, Malang, Indonesia; Faculty of Engineering, School of Information Technology, University of Muhammadiyah Malang, Malang, Indonesia; Faculty of Technology and Design, Computer Science Program Study, Bina Nusantara Institute of Creative Technology Malang, Malang, Indonesia","2018 5th International Conference on Electrical Engineering, Computer Science and Informatics (EECSI)","8 Jul 2019","2018","","","584","588","In modern era, data has become precious and important, data leak can lead to high damage to business, impact on losing profit. To avoiding those problems, organization need equip with updated security tools to protecting data and network. As computer network growing rapidly, currently security become important to prevent from attack, both from outside and inside the network. In line with that, new vulnerability grown on everyday basis and resulting increment number of intrusion and attack. Unfortunately, each intrusion and attack have a different pattern and unique behavior, continuous development and research on intrusion detection is mandatory. By statistic, in 2017 attack associated with XSS attack is grew 39% compared with 2015.","","978-1-5386-8402-3","10.1109/EECSI.2018.8752961","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8752961","Network attack;IDS;XSS","","computer network security","data protection;resulting increment number;vulnerability;computer network;updated security tools;losing profit;data leak;modern era;honeypot;XSS detection;automation snort rule;XSS attack;intrusion detection","","","","15","","8 Jul 2019","","","IEEE","IEEE Conferences"
"COPOD: Copula-Based Outlier Detection","Z. Li; Y. Zhao; N. Botta; C. Ionescu; X. Hu","Arima Inc., Canada; Carnegie Mellon University, USA; PIK Potsdam, Germany; THD, Germany; Carnegie Mellon University","2020 IEEE International Conference on Data Mining (ICDM)","9 Feb 2021","2020","","","1118","1123","Outlier detection refers to the identification of rare items that are deviant from the general data distribution. Existing approaches suffer from high computational complexity, low predictive capability, and limited interpretability. As a remedy, we present a novel outlier detection algorithm called COPOD, which is inspired by copulas for modeling multivariate data distribution. COPOD first constructs an empirical copula, and then uses it to predict tail probabilities of each given data point to determine its level of “extremeness”. Intuitively, we think of this as calculating an anomalous p-value. This makes COPOD both parameter-free, highly interpretable, and computationally efficient. In this work, we make three key contributions, 1) propose a novel, parameter-free outlier detection algorithm with both great performance and interpretability, 2) perform extensive experiments on 30 benchmark datasets to show that COPOD outperforms in most cases and is also one of the fastest algorithms, and 3) release an easy-to-use Python implementation for reproducibility.","2374-8486","978-1-7281-8316-9","10.1109/ICDM50108.2020.00135","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9338429","outlier detection, anomaly detection, copula, data mining","Conferences;Computational modeling;Prediction algorithms;Data models;Computational efficiency;Task analysis;Anomaly detection","computational complexity;data mining;probability","COPOD;copula-based outlier detection;general data distribution;computational complexity;predictive capability;multivariate data distribution;empirical copula;parameter-free outlier detection algorithm","","","","14","","9 Feb 2021","","","IEEE","IEEE Conferences"
"Proactive Cyber Situation Awareness via High Performance Computing","A. Wollaber; J. Peñna; B. Blease; L. Shing; K. Alperin; S. Vilvovsky; P. Trepagnier; N. Wagner; L. Leonard","MIT Lincoln Laboratory,Lexington,MA,USA; MIT Lincoln Laboratory,Lexington,MA,USA; MIT Lincoln Laboratory,Lexington,MA,USA; MIT Lincoln Laboratory,Lexington,MA,USA; MIT Lincoln Laboratory,Lexington,MA,USA; MIT Lincoln Laboratory,Lexington,MA,USA; MIT Lincoln Laboratory,Lexington,MA,USA; Systems and Technology Research,Woburn,MA; U.S. Army Engineer Research and Development Center,Vicksburg,MS","2019 IEEE High Performance Extreme Computing Conference (HPEC)","29 Nov 2019","2019","","","1","7","Cyber situation awareness technologies have largely been focused on present-state conditions, with limited abilities to forward-project nominal conditions in a contested environment. We demonstrate an approach that uses data-driven, high performance computing (HPC) simulations of attacker/defender activities in a logically connected network environment that enables this capability for interactive, operational decision making in real time. Our contributions are three-fold: (1) we link live cyber data to inform the parameters of a cybersecurity model, (2) we perform HPC simulations and optimizations with a genetic algorithm to evaluate and recommend risk remediation strategies that inhibit attacker lateral movement, and (3) we provide a prototype platform to allow cyber defenders to assess the value of their own alternative risk reduction strategies on a relevant timeline. We present an overview of the data and software architectures, and results are presented that demonstrate operational utility alongside HPC-enabled runtimes.","2643-1971","978-1-7281-5020-8","10.1109/HPEC.2019.8916528","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8916528","Cyber;situation awareness;simulation;genetic algorithm;Monte Carlo","Software;Computational modeling;Engines;Computer security;Monte Carlo methods;Predictive models","decision making;genetic algorithms;parallel processing;risk management;security of data;software architecture","proactive cyber situation awareness;high performance computing simulations;logically connected network environment;operational decision making;cybersecurity model;HPC simulations;risk remediation strategies;cyber defenders;alternative risk reduction strategies;software architectures;HPC-enabled runtimes;genetic algorithm","","","","23","","29 Nov 2019","","","IEEE","IEEE Conferences"
"A Graph-Based Machine Learning Approach for Bot Detection","A. A. Daya; M. A. Salahuddin; N. Limam; R. Boutaba","David R. Cheriton School of Computer Science, University of Waterloo, Ontario, Canada; David R. Cheriton School of Computer Science, University of Waterloo, Ontario, Canada; David R. Cheriton School of Computer Science, University of Waterloo, Ontario, Canada; David R. Cheriton School of Computer Science, University of Waterloo, Ontario, Canada","2019 IFIP/IEEE Symposium on Integrated Network and Service Management (IM)","20 May 2019","2019","","","144","152","Bot detection using machine learning (ML), with network flow-level features, has been extensively studied in the literature. However, existing flow-based approaches typically incur a high computational overhead and do not completely capture the network communication patterns, which can expose additional aspects of malicious hosts. Recently, bot detection systems which leverage communication graph analysis using ML have gained attention to overcome these limitations. A graph-based approach is rather intuitive, as graphs are true representations of network communications. In this paper, we propose a two-phased, graph-based bot detection system which leverages both unsupervised and supervised ML. The first phase prunes presumable benign hosts, while the second phase achieves bot detection with high precision. Our system detects multiple types of bots and is robust to zero-day attacks. It also accommodates different network topologies and is suitable for large-scale data.","1573-0077","978-3-903176-15-7","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8717821","","Feature extraction;Botnet;Protocols;Training;Data models;Machine learning;Organizations","computer network security;graph theory;invasive software;unsupervised learning","network topologies;graph-based machine learning approach;communication graph analysis;flow-based approaches;unsupervised ML;zero-day attacks;unsupervised ML;graph-based bot detection system;network communications;bot detection systems;network communication patterns;high computational overhead;network flow-level features","","","","42","","20 May 2019","","","IEEE","IEEE Conferences"
"Symmetry Degree Measurement and its Applications to Anomaly Detection","T. Qin; Z. Liu; P. Wang; S. Li; X. Guan; L. Gao","MOE Key Lab for Intelligent Networks and Network Security, Xi’an Jiaotong University, Xi’an, China; MOE Key Lab for Intelligent Networks and Network Security, Xi’an Jiaotong University, Xi’an, China; MOE Key Lab for Intelligent Networks and Network Security, Xi’an Jiaotong University, Xi’an, China; Department of Computer Science and Creative Technologies, University of the West of England, Bristol, U.K.; MOE Key Lab for Intelligent Networks and Network Security, Xi’an Jiaotong University, Xi’an, China; Department of Electrical and Computer Engineering, Multimedia Networking and Internet Laboratory, University of Massachusetts, Amherst, MA, USA","IEEE Transactions on Information Forensics and Security","9 Oct 2019","2020","15","","1040","1055","Anomaly detection is an important technique used to identify patterns of unusual network behavior and keep the network under control. Today, network attacks are increasing in terms of both their number and sophistication. To avoid causing significant traffic patterns and being detected by existing techniques, many new attacks tend to involve gradual adjustment of behaviors, which always generate incomplete sessions due to their running mechanisms. Accordingly, in this work, we employ the behavior symmetry degree to profile the anomalies and further identify unusual behaviors. We first proposed a symmetry degree to identify the incomplete sessions generated by unusual behaviors; we then employ a sketch to calculate the symmetry degree of internal hosts to improve the identification efficiency for online applications. To reduce the memory cost and probability of collision, we divide the IP addresses into four segments that can be used as keys of the hash functions in the sketch. Moreover, to further improve detection accuracy, a threshold selection method is proposed for dynamic traffic pattern analysis. The hash functions in the sketch are then designed using Chinese remainder theory, which can analytically trace the IP addresses associated with the anomalies. We tested the proposed techniques based on traffic data collected from the northwest center of CERNET (China Education and Research Network); the results show that the proposed methods can effectively detect anomalies in large-scale networks.","1556-6021","","10.1109/TIFS.2019.2933731","National Basic Research Program of China (973 Program)(grant numbers:2016YFE0206700); National Natural Science Foundation of China(grant numbers:61772411,61672026,61602370,U1736205); ShenZhen Science and Technology Innovation(grant numbers:JCYJ20170816100819428); Fundamental Research Funds for the Central University; Natural Science Basic Research Plan in Shaanxi Province of China Program(grant numbers:2018JM6109); China Scholarship Council(grant numbers:201706285018); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8790758","Smart attacks;behavior patterns;symmetry degree;degree sketch;anomaly tracing","IP networks;Anomaly detection;Hash functions;Security;Monitoring;Feature extraction;Computational modeling","computer network security;cryptography;IP networks;number theory;telecommunication traffic","behavior symmetry degree;memory cost;IP addresses;hash functions;dynamic traffic pattern analysis;traffic data;large-scale networks;symmetry degree measurement;anomaly detection;unusual network behavior;network attacks;threshold selection method;Chinese remainder theory;CERNET;China Education and Research Network","","","","57","IEEE","7 Aug 2019","","","IEEE","IEEE Journals"
"A Machine-Learning-Based Data-Centric Misbehavior Detection Model for Internet of Vehicles","P. Sharma; H. Liu","Department of Information System and Digital Forensics, University at Albany—State University of New York, Albany, NY, USA; Department of Electrical and Computer Engineering, University of Massachusetts at Dartmouth, Dartmouth, MA, USA","IEEE Internet of Things Journal","5 Mar 2021","2021","8","6","4991","4999","The Internet of Things (IoT) boosts road safety, efficiency, and infotainment by connecting vehicles to form the Internet of Vehicles (IoV). Specifically to safety, IoV complements autonomous cars beyond sensors' line-of-sight, facilitating vehicle-to-vehicle (V2V) communications in a smart transportation environment. The correctness of data exchanged among vehicles is paramount to ensure vehicles behave as per norms. Traditional misbehavior detection methods hardly defend vehicular security effectively due to rapid dynamics and location privacy. In particular, those node-centric classifiers become ill-fit in IoV. This work proposes a data-centric misbehavior detection model based on supervised machine learning (ML). The work also integrates plausibility checks with ML techniques and instantiates the model with six algorithms to demonstrate their comparative effectiveness. In addition to misbehavior detection, the model classifies attack types to support validating countermeasures. Specifically, the work analyzes the supervised learning algorithms for detecting misbehavior in IoV, compares their performance, and identifies their limitations. VeReMi, a vehicle-to-everything (V2X) position forgery attack built-in simulated road traffic data set, is used to test the effectiveness of the proposed model. The performance metrics include precision-recall (PR) and receiver operating characteristic (ROC) curves. The results demonstrate the effectiveness and significance of ML to detect misbehavior in IoV. The addition of plausibility checks improves the precision and recall by 5% and 2%, respectively.","2327-4662","","10.1109/JIOT.2020.3035035","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9245568","Data-centric misbehavior detection;Internet of Vehicles (IoV);machine learning (ML);Vehicle-to-Vehicle (V2V) communication;vehicular networks;vehicular security","Machine learning;Vehicle dynamics;Internet of Things;Security;Vehicular ad hoc networks;Safety;Standards","Internet of Things;learning (artificial intelligence);mobile robots;road safety;road traffic;telecommunication security;traffic engineering computing;vehicular ad hoc networks;wireless sensor networks","traditional misbehavior detection methods;node-centric classifiers;supervised machine learning;plausibility checks;instantiates;comparative effectiveness;supervised learning algorithms;vehicle-to-everything position;simulated road traffic data;machine-learning-based data-centric misbehavior detection model;road safety;IoV complements autonomous cars;vehicle-to-vehicle communications;smart transportation environment","","","","25","IEEE","30 Oct 2020","","","IEEE","IEEE Journals"
"Stealthy Porn: Understanding Real-World Adversarial Images for Illicit Online Promotion","K. Yuan; D. Tang; X. Liao; X. Wang; X. Feng; Y. Chen; M. Sun; H. Lu; K. Zhang",Indiana University Bloomington; Chinese University of Hong Kong; Indiana University Bloomington; Indiana University Bloomington; Indiana University Bloomington/Chinese Academy of Sciences; Indiana University Bloomington/Chinese Academy of Sciences; Chinese University of Hong Kong; Indiana University Bloomington; Chinese University of Hong Kong,"2019 IEEE Symposium on Security and Privacy (SP)","16 Sep 2019","2019","","","952","966","Recent years have witnessed the rapid progress in deep learning (DP), which also brings their potential weaknesses to the spotlights of security and machine learning studies. With important discoveries made by adversarial learning research, surprisingly little attention, however, has been paid to the real-world adversarial techniques deployed by the cybercriminal to evade image-based detection. Unlike the adversarial examples that induce misclassification using nearly imperceivable perturbation, real-world adversarial images tend to be less optimal yet equally effective. As a first step to understand the threat, we report in the paper a study on adversarial promotional porn images (APPIs) that are extensively used in underground advertising. We show that the adversary today's strategically constructs the APPIs to evade explicit content detection while still preserving their sexual appeal, even though the distortions and noise introduced are clearly observable to humans. To understand such real-world adversarial images and the underground business behind them, we develop a novel DP-based methodology called Male`na, which focuses on the regions of an image where sexual content is least obfuscated and therefore visible to the target audience of a promotion. Using this technique, we have discovered over 4,000 APPIs from 4,042,690 images crawled from popular social media, and further brought to light the unique techniques they use to evade popular explicit content detectors (e.g., Google Cloud Vision API, Yahoo Open NSFW model), and the reason that these techniques work. Also studied are the ecosystem of such illicit promotions, including the obfuscated contacts advertised through those images, compromised accounts used to disseminate them, and large APPI campaigns involving thousands of images. Another interesting finding is the apparent attempt made by cybercriminals to steal others' images for their advertising. The study highlights the importance of the research on real-world adversarial learning and makes the first step towards mitigating the threats it poses.","2375-1207","978-1-5386-6660-9","10.1109/SP.2019.00032","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8835391","adversarial-images;cybercrime;deep-learning","Google;Feature extraction;Detectors;Advertising;Ecosystems;Image recognition;Deep learning","application program interfaces;computer crime;image representation;Internet;learning (artificial intelligence);object detection;social networking (online);social sciences computing","real-world adversarial images;illicit online promotion;security;machine learning studies;adversarial learning research;real-world adversarial techniques;image-based detection;adversarial examples;adversarial promotional porn images;adversary today;real-world adversarial learning;APPI","","4","","61","","16 Sep 2019","","","IEEE","IEEE Conferences"
"CyVi: Visualization of Cyber-Attack and Defense Effects in Geographically Referenced Networks","E. Muhati; D. B. Rawat; M. Garuba; L. Njilla","Data Science and Cybersecurity Center (DSC2), Howard University,Department of Electrical Engineering and Computer Science,Washington,D.C.,20059; Data Science and Cybersecurity Center (DSC2), Howard University,Department of Electrical Engineering and Computer Science,Washington,D.C.,20059; Data Science and Cybersecurity Center (DSC2), Howard University,Department of Electrical Engineering and Computer Science,Washington,D.C.,20059; Cyber Assurance Branch, Air Force Research Laboratory (AFRL),Rome,NY,USA,13441","2020 IEEE 17th Annual Consumer Communications & Networking Conference (CCNC)","26 Mar 2020","2020","","","1","4","The assumption that technology makes the world a better place translates to naive optimism with every successful cyber-attack. Research has seen an uptake in cyber-security visualization to complement weaknesses in traditional cyber-defense systems. However, due to the onerous task of positively handling cyber-attack “attribution”, only a few of these solutions scale geographical referenced networks. Many real-world systems can be expressed as networks consisting of nodes connected by edges, thus this paper explores connectivity modeled in a geographically referenced network, to visualize cyber-attack effects on the technical space (i.e., computing assets). The paper also demonstrates effects of defense strategies handling illegal connections.","2331-9860","978-1-7281-3893-0","10.1109/CCNC46108.2020.9045158","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9045158","cyber-security;network-security;cyber-visualization","Computational modeling;Tools;Data visualization;Visualization;Conferences;IP networks;Prototypes","data visualisation;security of data","illegal connections;CyVi;cyber-attack visualization;defense strategies;cyber-attack effects;real-world systems;cyber-security visualization;geographically referenced network;defense effects","","","","17","","26 Mar 2020","","","IEEE","IEEE Conferences"
"An LSTM based Malicious Traffic Attack Detection in Industrial Internet","C. Shen; G. Xiao; S. Yao; B. Zhou; Z. Pan; H. Zhang","Research Center for Industrial Internet Zhejiang Lab,Hangzhou,China; Research Center for Industrial Internet Zhejiang Lab,Hangzhou,China; Research Center for Industrial Internet Zhejiang Lab,Hangzhou,China; Research Center for Industrial Internet Zhejiang Lab,Hangzhou,China; Research Center for Industrial Internet Zhejiang Lab,Hangzhou,China; Research Center for Industrial Internet Zhejiang Lab,Hangzhou,China","2021 International Conference on Security, Pattern Analysis, and Cybernetics（SPAC)","27 Sep 2021","2021","","","60","65","Current Industrial Internet faces serious threats where attackers propagate malicious flows, resulting in communication failures in the Industrial Internet. In this work, we propose a practical and novel method to detect malicious traffic attack in real time with high accuracy. Our primary idea is to capture network flow, extract adequate network flow features, construct a long short-term memory (LSTM) based deep learning model, and identify the property of the corresponding network flow. Whether the network suffers attack or not is then determined according to the detection results. The corresponding prototype is also implemented in the Industrial Internet which is equipped with Software Defined Networking (SDN). Experimental results validate that the proposed method is effective in defending against malicious traffic attack in real-world network.","","978-1-6654-4322-7","10.1109/SPAC53836.2021.9539933","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9539933","network security;Industrial Internet;malicious traffic attack detection;artificial intelligence","Network topology;Prototypes;Telecommunication traffic;Feature extraction;Real-time systems;Internet;Security","","","","","","24","","27 Sep 2021","","","IEEE","IEEE Conferences"
